SID,NAME,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,BASIN,SEASON,NUMBER,dist_to_miami_km,sst,salinity,ocean_time,ocean_lat,ocean_lon
1981183N24281,UNNAMED,1981-07-02 06:00:00,24.0,-79.0,20, ,,1981,43,229.8370878049577,,,,,
1981183N24281,UNNAMED,1981-07-02 09:00:00,24.4,-79.6, , ,,1981,43,162.72113275761367,,,,,
1981183N24281,UNNAMED,1981-07-02 12:00:00,25.0,-80.0,25, ,,1981,43,86.86128873894148,,,,,
1981183N24281,UNNAMED,1981-07-02 15:00:00,25.9,-80.2, , ,,1981,43,15.400141897022278,,,,,
1981183N24281,UNNAMED,1981-07-02 18:00:00,26.8,-80.3,25, ,,1981,43,115.95655816767268,,,,,
1981183N24281,UNNAMED,1981-07-02 21:00:00,27.4,-80.4, , ,,1981,43,183.34323726434295,,,,,
1981183N24281,UNNAMED,1981-07-03 00:00:00,28.0,-80.5,25, ,,1981,43,250.7572336656916,,,,,
1981183N24281,UNNAMED,1981-07-03 03:00:00,28.6,-80.7, , ,,1981,43,319.5813996051289,,,,,
1981183N24281,UNNAMED,1981-07-03 06:00:00,29.2,-80.8,30, ,,1981,43,386.9980901922669,,,,,
1981183N24281,UNNAMED,1981-07-03 09:00:00,30.1,-81.0, , ,,1981,43,488.8818884162219,,,,,
1981183N24281,UNNAMED,1981-07-03 12:00:00,31.0,-81.0,30, ,,1981,43,587.8072521017518,,,,,
1981183N24281,UNNAMED,1981-07-03 15:00:00,31.8,-80.8, , ,,1981,43,674.035048031373,,,,,
1981183N24281,UNNAMED,1981-07-03 18:00:00,32.5,-80.5,25, ,,1981,43,749.8612106065766,,,,,
1981183N24281,UNNAMED,1981-07-03 21:00:00,33.2,-80.2, , ,,1981,43,827.1016026726611,,,,,
1981183N24281,UNNAMED,1981-07-04 00:00:00,34.0,-80.0, , ,,1981,43,916.2431494756062,,,,,
1981219N11334,DENNIS,1981-08-07 06:00:00,10.5,-25.7,30,1009,,1981,59,5959.111609874693,,,,,
1981219N11334,DENNIS,1981-08-07 09:00:00,10.7,-27.0, , ,,1981,59,5820.5121333340885,,,,,
1981219N11334,DENNIS,1981-08-07 12:00:00,10.8,-28.1,30,1008,,1981,59,5706.499674998208,,,,,
1981219N11334,DENNIS,1981-08-07 15:00:00,10.9,-28.9, , ,,1981,59,5622.380282924105,,,,,
1981219N11334,DENNIS,1981-08-07 18:00:00,11.0,-29.6,30,1007,,1981,59,5548.236140942696,,,,,
1981219N11334,DENNIS,1981-08-07 21:00:00,11.1,-30.4, , ,,1981,59,5464.203361019126,,,,,
1981219N11334,DENNIS,1981-08-08 00:00:00,11.3,-31.3,35,1006,,1981,59,5365.675992079336,,,,,
1981219N11334,DENNIS,1981-08-08 03:00:00,11.5,-32.2, , ,,1981,59,5267.206838820833,,,,,
1981219N11334,DENNIS,1981-08-08 06:00:00,11.7,-33.1,35,1005,,1981,59,5168.797627662401,,,,,
1981219N11334,DENNIS,1981-08-08 09:00:00,11.8,-34.1, , ,,1981,59,5065.182544778248,,,,,
1981219N11334,DENNIS,1981-08-08 12:00:00,12.0,-35.0,35,1004,,1981,59,4966.905226161396,,,,,
1981219N11334,DENNIS,1981-08-08 15:00:00,12.2,-35.8, , ,,1981,59,4878.5729713454275,,,,,
1981219N11334,DENNIS,1981-08-08 18:00:00,12.5,-36.7,40,1003,,1981,59,4775.796504800808,,,,,
1981219N11334,DENNIS,1981-08-08 21:00:00,12.7,-37.7, , ,,1981,59,4667.847722763645,,,,,
1981219N11334,DENNIS,1981-08-09 00:00:00,12.8,-38.7,40,1002,,1981,59,4564.625352840073,,,,,
1981219N11334,DENNIS,1981-08-09 03:00:00,13.0,-39.7, , ,,1981,59,4456.867072527296,,,,,
1981219N11334,DENNIS,1981-08-09 06:00:00,13.1,-40.8,40,1001,,1981,59,4344.055332636252,,,,,
1981219N11334,DENNIS,1981-08-09 09:00:00,13.2,-41.9, , ,,1981,59,4231.424199868802,,,,,
1981219N11334,DENNIS,1981-08-09 12:00:00,13.3,-43.0,40,1001,,1981,59,4118.988622508983,,,,,
1981219N11334,DENNIS,1981-08-09 15:00:00,13.4,-44.0, , ,,1981,59,4016.521690502643,,,,,
1981219N11334,DENNIS,1981-08-09 18:00:00,13.5,-45.0,40,1001,,1981,59,3914.235981301057,,,,,
1981219N11334,DENNIS,1981-08-09 21:00:00,13.5,-46.0, , ,,1981,59,3817.038139741182,,,,,
1981219N11334,DENNIS,1981-08-10 00:00:00,13.5,-47.0,40,1001,,1981,59,3720.168942823462,,,,,
1981219N11334,DENNIS,1981-08-10 03:00:00,13.5,-48.0, , ,,1981,59,3623.6588566211785,,,,,
1981219N11334,DENNIS,1981-08-10 06:00:00,13.5,-49.0,40,1002,,1981,59,3527.541417133569,,,,,
1981219N11334,DENNIS,1981-08-10 09:00:00,13.5,-50.0, , ,,1981,59,3431.853628636756,,,,,
1981219N11334,DENNIS,1981-08-10 12:00:00,13.5,-51.0,40,1004,,1981,59,3336.63642095171,,,,,
1981219N11334,DENNIS,1981-08-10 15:00:00,13.5,-52.0, , ,,1981,59,3241.9351751434256,,,,,
1981219N11334,DENNIS,1981-08-10 18:00:00,13.6,-52.9,35,1006,,1981,59,3151.686876293212,,,,,
1981219N11334,DENNIS,1981-08-10 21:00:00,13.7,-53.9, , ,,1981,59,3052.408452447373,,,,,
1981219N11334,DENNIS,1981-08-11 00:00:00,13.8,-54.9,30,1007,,1981,59,2953.585049736022,,,,,
1981219N11334,DENNIS,1981-08-11 03:00:00,13.9,-55.7, , ,,1981,59,2873.735299042393,,,,,
1981219N11334,DENNIS,1981-08-11 06:00:00,14.0,-56.5,30,1008,,1981,59,2794.1982228068982,,,,,
1981219N11334,DENNIS,1981-08-11 09:00:00,14.1,-57.4, , ,,1981,59,2705.863651208824,,,,,
1981219N11334,DENNIS,1981-08-11 12:00:00,14.3,-58.3,30,1009,,1981,59,2612.0162740229994,,,,,
1981219N11334,DENNIS,1981-08-11 15:00:00,14.4,-59.2, , ,,1981,59,2524.604876229904,,,,,
1981219N11334,DENNIS,1981-08-11 18:00:00,14.6,-60.1,30,1010,,1981,59,2431.5741109905757,,,,,
1981219N11334,DENNIS,1981-08-11 21:00:00,14.7,-61.0, , ,,1981,59,2345.272090656465,,,,,
1981219N11334,DENNIS,1981-08-12 00:00:00,14.9,-61.9,25,1010,,1981,59,2253.2380641663012,,,,,
1981219N11334,DENNIS,1981-08-12 03:00:00,15.1,-62.8, , ,,1981,59,2161.731024604481,,,,,
1981219N11334,DENNIS,1981-08-12 06:00:00,15.2,-63.8,25,1011,,1981,59,2068.935685696574,,,,,
1981219N11334,DENNIS,1981-08-12 09:00:00,15.3,-64.8, , ,,1981,59,1977.3895796557003,,,,,
1981219N11334,DENNIS,1981-08-12 12:00:00,15.4,-65.7,25,1011,,1981,59,1895.499356386109,,,,,
1981219N11334,DENNIS,1981-08-12 15:00:00,15.5,-66.7, , ,,1981,59,1806.8133546659376,,,,,
1981219N11334,DENNIS,1981-08-12 18:00:00,15.6,-67.6,25,1011,,1981,59,1727.8126801394385,,,,,
1981219N11334,DENNIS,1981-08-12 21:00:00,15.7,-68.6, , ,,1981,59,1642.857011778556,,,,,
1981219N11334,DENNIS,1981-08-13 00:00:00,15.8,-69.5,15, ,,1981,59,1567.6611105618713,,,,,
1981219N11334,DENNIS,1981-08-13 03:00:00,15.8,-70.4, , ,,1981,59,1503.0535548127857,,,,,
1981219N11334,DENNIS,1981-08-13 06:00:00,15.9,-71.2,15, ,,1981,59,1439.586724130607,,,,,
1981219N11334,DENNIS,1981-08-13 09:00:00,16.0,-72.0, , ,,1981,59,1378.3451128261331,,,,,
1981219N11334,DENNIS,1981-08-13 12:00:00,16.1,-72.8,15, ,,1981,59,1319.630839201599,,,,,
1981219N11334,DENNIS,1981-08-13 15:00:00,16.2,-73.6, , ,,1981,59,1263.787958577028,,,,,
1981219N11334,DENNIS,1981-08-13 18:00:00,16.4,-74.4,15, ,,1981,59,1201.4676426707365,,,,,
1981219N11334,DENNIS,1981-08-13 21:00:00,16.6,-75.1, , ,,1981,59,1147.0168955898014,,,,,
1981219N11334,DENNIS,1981-08-14 00:00:00,16.8,-75.7,15, ,,1981,59,1099.522748854077,,,,,
1981219N11334,DENNIS,1981-08-14 03:00:00,17.1,-76.4, , ,,1981,59,1039.8242708493312,,,,,
1981219N11334,DENNIS,1981-08-14 06:00:00,17.4,-77.0,15, ,,1981,59,986.4692496650856,,,,,
1981219N11334,DENNIS,1981-08-14 09:00:00,17.7,-77.5, , ,,1981,59,938.4490804177284,,,,,
1981219N11334,DENNIS,1981-08-14 12:00:00,18.0,-78.0,15, ,,1981,59,892.1360331272076,,,,,
1981219N11334,DENNIS,1981-08-14 15:00:00,18.4,-78.4, , ,,1981,59,839.103951748534,,,,,
1981219N11334,DENNIS,1981-08-14 18:00:00,18.8,-78.8,15, ,,1981,59,787.2163275855331,,,,,
1981219N11334,DENNIS,1981-08-14 21:00:00,19.1,-79.2, , ,,1981,59,747.7167492793997,,,,,
1981219N11334,DENNIS,1981-08-15 00:00:00,19.5,-79.5,15, ,,1981,59,699.8746271408515,,,,,
1981219N11334,DENNIS,1981-08-15 03:00:00,19.9,-79.8, , ,,1981,59,653.0252710065387,,,,,
1981219N11334,DENNIS,1981-08-15 06:00:00,20.3,-80.0,15, ,,1981,59,607.630037309758,,,,,
1981219N11334,DENNIS,1981-08-15 09:00:00,20.7,-80.3, , ,,1981,59,562.9438254476411,,,,,
1981219N11334,DENNIS,1981-08-15 12:00:00,21.0,-80.5,15, ,,1981,59,530.4096294930274,,,,,
1981219N11334,DENNIS,1981-08-15 15:00:00,21.3,-80.7, , ,,1981,59,498.814235303902,,,,,
1981219N11334,DENNIS,1981-08-15 18:00:00,21.7,-80.8,30,1007,,1981,59,455.8612135523594,,,,,
1981219N11334,DENNIS,1981-08-15 21:00:00,22.1,-80.9, , ,,1981,59,413.4723557300275,,,,,
1981219N11334,DENNIS,1981-08-16 00:00:00,22.4,-81.0,35,1005,,1981,59,382.6982585543331,,,,,
1981219N11334,DENNIS,1981-08-16 03:00:00,22.7,-81.1, , ,,1981,59,352.67615511043596,,,,,
1981219N11334,DENNIS,1981-08-16 06:00:00,23.0,-81.2,35,1003,,1981,59,323.6130878844363,,,,,
1981219N11334,DENNIS,1981-08-16 09:00:00,23.4,-81.3, , ,,1981,59,285.5131254819688,,,,,
1981219N11334,DENNIS,1981-08-16 12:00:00,23.8,-81.4,35,1001,,1981,59,249.91309046288464,,,,,
1981219N11334,DENNIS,1981-08-16 15:00:00,24.2,-81.4, , ,,1981,59,212.09327795164896,,,,,
1981219N11334,DENNIS,1981-08-16 18:00:00,24.5,-81.3,35,1000,,1981,59,179.24197043503193,,,,,
1981219N11334,DENNIS,1981-08-16 21:00:00,24.7,-81.3, , ,,1981,59,162.36400061104484,,,,,
1981219N11334,DENNIS,1981-08-17 00:00:00,24.9,-81.3,35,998,,1981,59,146.92004049835236,,,,,
1981219N11334,DENNIS,1981-08-17 03:00:00,25.0,-81.3, , ,,1981,59,139.88604266719543,,,,,
1981219N11334,DENNIS,1981-08-17 06:00:00,25.2,-81.2,35,999,,1981,59,118.92301988575302,,,,,
1981219N11334,DENNIS,1981-08-17 09:00:00,25.5,-81.2, , ,,1981,59,105.18055590882958,,,,,
1981219N11334,DENNIS,1981-08-17 12:00:00,25.8,-81.2,35,999,,1981,59,101.03763565037016,,,,,
1981219N11334,DENNIS,1981-08-17 15:00:00,26.0,-81.2, , ,,1981,59,104.28503152307216,,,,,
1981219N11334,DENNIS,1981-08-17 18:00:00,26.2,-81.2,35,1001,,1981,59,111.94281536845382,,,,,
1981219N11334,DENNIS,1981-08-17 21:00:00,26.4,-81.2, , ,,1981,59,123.1912422009311,,,,,
1981219N11334,DENNIS,1981-08-18 00:00:00,26.5,-81.2,35,1003,,1981,59,129.88234897067926,,,,,
1981219N11334,DENNIS,1981-08-18 03:00:00,26.6,-81.2, , ,,1981,59,137.1496719820648,,,,,
1981219N11334,DENNIS,1981-08-18 06:00:00,26.8,-81.1,35,1004,,1981,59,146.72487142419527,,,,,
1981219N11334,DENNIS,1981-08-18 09:00:00,27.0,-81.0, , ,,1981,59,159.50079472999315,,,,,
1981219N11334,DENNIS,1981-08-18 12:00:00,27.2,-81.0,35,1005,,1981,59,179.0194841666611,,,,,
1981219N11334,DENNIS,1981-08-18 15:00:00,27.3,-81.0, , ,,1981,59,189.00428883898823,,,,,
1981219N11334,DENNIS,1981-08-18 18:00:00,27.6,-81.0,35,1005,,1981,59,219.61374098105767,,,,,
1981219N11334,DENNIS,1981-08-18 21:00:00,28.1,-80.9, , ,,1981,59,269.31704151564423,,,,,
1981219N11334,DENNIS,1981-08-19 00:00:00,28.7,-80.8,35,1004,,1981,59,332.2095895234494,,,,,
1981219N11334,DENNIS,1981-08-19 03:00:00,29.2,-80.8, , ,,1981,59,386.9980901922669,,,,,
1981219N11334,DENNIS,1981-08-19 06:00:00,29.7,-80.8,40,1003,,1981,59,441.98846082069406,,,,,
1981219N11334,DENNIS,1981-08-19 09:00:00,30.3,-80.9, , ,,1981,59,509.3961817075848,,,,,
1981219N11334,DENNIS,1981-08-19 12:00:00,31.0,-80.8,40,1002,,1981,59,585.4995538410507,,,,,
1981219N11334,DENNIS,1981-08-19 15:00:00,31.6,-80.4, , ,,1981,59,649.5064521541434,,,,,
1981219N11334,DENNIS,1981-08-19 18:00:00,32.2,-79.9,45,1001,,1981,59,716.4676081684154,,,,,
1981219N11334,DENNIS,1981-08-19 21:00:00,32.8,-79.4, , ,,1981,59,786.3727999550636,,,,,
1981219N11334,DENNIS,1981-08-20 00:00:00,33.4,-78.8,50,999,,1981,59,859.907033653696,,,,,
1981219N11334,DENNIS,1981-08-20 03:00:00,34.1,-78.0, , ,,1981,59,950.846219627677,,,,,
1981219N11334,DENNIS,1981-08-20 06:00:00,34.7,-77.0,55,998,,1981,59,1039.934717957914,,,,,
1981219N11334,DENNIS,1981-08-20 09:00:00,35.1,-76.1, , ,,1981,59,1109.6894187485957,,,,,
1981219N11334,DENNIS,1981-08-20 12:00:00,35.5,-75.2,60,997,,1981,59,1183.009706165353,,,,,
1981219N11334,DENNIS,1981-08-20 15:00:00,35.9,-74.2, , ,,1981,59,1263.4568467004126,,,,,
1981219N11334,DENNIS,1981-08-20 18:00:00,36.3,-73.0,65,995,,1981,59,1356.3782655473383,,,,,
1981219N11334,DENNIS,1981-08-20 21:00:00,36.7,-71.7, , ,,1981,59,1458.3421933396037,,,,,
1981219N11334,DENNIS,1981-08-21 00:00:00,37.1,-70.4,70,995,,1981,59,1563.9927998055707,,,,,
1981219N11334,DENNIS,1981-08-21 03:00:00,37.5,-69.2, , ,,1981,59,1666.6111712772235,,,,,
1981219N11334,DENNIS,1981-08-21 06:00:00,37.8,-68.0,55,998,,1981,59,1762.939357577077,,,,,
1981219N11334,DENNIS,1981-08-21 09:00:00,38.0,-66.7, , ,,1981,59,1859.905437056475,,,,,
1981219N11334,DENNIS,1981-08-21 12:00:00,38.1,-65.4,45,1000,,1981,59,1952.2796438047908,,,,,
1981219N11334,DENNIS,1981-08-21 15:00:00,38.3,-64.1, , ,,1981,59,2054.391765964841,,,,,
1981219N11334,DENNIS,1981-08-21 18:00:00,38.4,-62.8,40,1003,,1981,59,2151.785224152539,,,,,
1981219N11334,DENNIS,1981-08-21 21:00:00,38.2,-61.3, , ,,1981,59,2247.793792203702,,,,,
1981219N11334,DENNIS,1981-08-22 00:00:00,37.8,-59.7,35,1005,,1981,59,2345.7683664129827,,,,,
1982154N22273,ALBERTO,1982-06-02 12:00:00,21.7,-87.1,20,1005,,1982,32,835.4959225702844,,,,,
1982154N22273,ALBERTO,1982-06-02 15:00:00,22.0,-86.8, , ,,1982,32,791.2386188308404,,,,,
1982154N22273,ALBERTO,1982-06-02 18:00:00,22.2,-86.5,25,1004,,1982,32,753.2023306224968,,,,,
1982154N22273,ALBERTO,1982-06-02 21:00:00,22.4,-86.2, , ,,1982,32,715.2111724403876,,,,,
1982154N22273,ALBERTO,1982-06-03 00:00:00,22.6,-85.8,30,1003,,1982,32,668.6214847748848,,,,,
1982154N22273,ALBERTO,1982-06-03 03:00:00,22.7,-85.4, , ,,1982,32,628.2180609772167,,,,,
1982154N22273,ALBERTO,1982-06-03 06:00:00,22.8,-85.0,40,1001,,1982,32,588.0984068314443,,,,,
1982154N22273,ALBERTO,1982-06-03 09:00:00,23.0,-84.6, , ,,1982,32,541.7999044769585,,,,,
1982154N22273,ALBERTO,1982-06-03 12:00:00,23.2,-84.2,50,995,,1982,32,495.59363715578223,,,,,
1982154N22273,ALBERTO,1982-06-03 15:00:00,23.6,-83.9, , ,,1982,32,445.10252008478767,,,,,
1982154N22273,ALBERTO,1982-06-03 18:00:00,24.0,-83.6,75,985,,1982,32,395.6647549055648,,,,,
1982154N22273,ALBERTO,1982-06-03 21:00:00,24.5,-83.4, , ,,1982,32,352.10566463525583,,,,,
1982154N22273,ALBERTO,1982-06-04 00:00:00,24.8,-83.4,65,992,,1982,32,339.8194830648784,,,,,
1982154N22273,ALBERTO,1982-06-04 03:00:00,24.9,-83.7, , ,,1982,32,365.35965829399754,,,,,
1982154N22273,ALBERTO,1982-06-04 06:00:00,24.9,-84.1,55,998,,1982,32,404.2872142945558,,,,,
1982154N22273,ALBERTO,1982-06-04 09:00:00,24.9,-84.5, , ,,1982,32,443.44048669340515,,,,,
1982154N22273,ALBERTO,1982-06-04 12:00:00,24.9,-84.8,45,1002,,1982,32,472.9196686268179,,,,,
1982154N22273,ALBERTO,1982-06-04 15:00:00,24.9,-84.6, , ,,1982,32,453.2571880719639,,,,,
1982154N22273,ALBERTO,1982-06-04 18:00:00,25.0,-84.2,40,1005,,1982,32,411.46420494519526,,,,,
1982154N22273,ALBERTO,1982-06-04 21:00:00,25.0,-84.1, , ,,1982,32,401.6396436067968,,,,,
1982154N22273,ALBERTO,1982-06-05 00:00:00,25.1,-84.1,30,1007,,1982,32,399.2838966723675,,,,,
1982154N22273,ALBERTO,1982-06-05 03:00:00,25.2,-84.0, , ,,1982,32,387.31645927981685,,,,,
1982154N22273,ALBERTO,1982-06-05 06:00:00,25.2,-84.0,25,1008,,1982,32,387.31645927981685,,,,,
1982154N22273,ALBERTO,1982-06-05 09:00:00,25.2,-84.0, , ,,1982,32,387.31645927981685,,,,,
1982154N22273,ALBERTO,1982-06-05 12:00:00,25.3,-83.9,25,1009,,1982,32,375.5816447654184,,,,,
1982154N22273,ALBERTO,1982-06-05 15:00:00,25.4,-83.8, , ,,1982,32,364.1013263780392,,,,,
1982154N22273,ALBERTO,1982-06-05 18:00:00,25.4,-83.6,25,1010,,1982,32,344.17395920294217,,,,,
1982154N22273,ALBERTO,1982-06-05 21:00:00,25.5,-83.5, , ,,1982,32,332.92310849089245,,,,,
1982154N22273,ALBERTO,1982-06-06 00:00:00,25.5,-83.3,25,1010,,1982,32,312.95558638526177,,,,,
1982154N22273,ALBERTO,1982-06-06 03:00:00,25.5,-83.2, , ,,1982,32,302.9758019130346,,,,,
1982154N22273,ALBERTO,1982-06-06 06:00:00,25.5,-83.0,25,1010,,1982,32,283.025619302517,,,,,
1982154N22273,ALBERTO,1982-06-06 09:00:00,25.5,-82.8, , ,,1982,32,263.09036608100655,,,,,
1982154N22273,ALBERTO,1982-06-06 12:00:00,25.5,-82.6,20,1010,,1982,32,243.17376507107417,,,,,
1983236N26284,BARRY,1983-08-23 18:00:00,26.0,-76.0,25,1012,,1983,49,420.17611563462935,,,,,
1983236N26284,BARRY,1983-08-23 21:00:00,26.4,-76.1, , ,,1983,49,414.7557260694763,,,,,
1983236N26284,BARRY,1983-08-24 00:00:00,26.8,-76.2,30,1011,,1983,49,414.3710259834433,,,,,
1983236N26284,BARRY,1983-08-24 03:00:00,27.1,-76.2, , ,,1983,49,424.3858951386472,,,,,
1983236N26284,BARRY,1983-08-24 06:00:00,27.4,-76.3,40,1010,,1983,49,427.70594319858014,,,,,
1983236N26284,BARRY,1983-08-24 09:00:00,27.8,-76.5, , ,,1983,49,430.86003115330425,,,,,
1983236N26284,BARRY,1983-08-24 12:00:00,28.1,-76.8,50,1011,,1983,49,425.00985340429503,,,,,
1983236N26284,BARRY,1983-08-24 15:00:00,28.2,-77.1, , ,,1983,49,409.07758054801326,,,,,
1983236N26284,BARRY,1983-08-24 18:00:00,28.1,-77.6,50,1011,,1983,49,365.5187844969437,,,,,
1983236N26284,BARRY,1983-08-24 21:00:00,28.1,-78.2, , ,,1983,49,326.47140186402606,,,,,
1983236N26284,BARRY,1983-08-25 00:00:00,28.1,-78.9,45,1011,,1983,49,289.82745413547684,,,,,
1983236N26284,BARRY,1983-08-25 03:00:00,28.1,-79.4, , ,,1983,49,271.5948987346632,,,,,
1983236N26284,BARRY,1983-08-25 06:00:00,28.0,-79.8,40,1012,,1983,49,251.90217125400335,,,,,
1983236N26284,BARRY,1983-08-25 09:00:00,27.9,-80.2, , ,,1983,49,237.7695034773768,,,,,
1983236N26284,BARRY,1983-08-25 11:00:00,27.9,-80.6,30,1013,,1983,49,241.1925564788064,,,,,
1983236N26284,BARRY,1983-08-25 12:00:00,27.9,-80.8,30,1013,,1983,49,245.30553747067592,,,,,
1983236N26284,BARRY,1983-08-25 15:00:00,27.8,-81.4, , ,,1983,49,256.420146165593,,,,,
1983236N26284,BARRY,1983-08-25 18:00:00,27.5,-82.0,25,1014,,1983,49,263.9317654136865,,,,,
1983236N26284,BARRY,1983-08-25 21:00:00,27.3,-82.9, , ,,1983,49,319.1219035478416,,,,,
1983236N26284,BARRY,1983-08-26 00:00:00,27.0,-83.8,20,1013,,1983,49,384.8804354753466,,,,,
1983236N26284,BARRY,1983-08-26 03:00:00,26.7,-84.4, , ,,1983,49,432.49015824631806,,,,,
1983236N26284,BARRY,1983-08-26 06:00:00,26.3,-85.0,25,1013,,1983,49,484.0962042245589,,,,,
1983236N26284,BARRY,1983-08-26 09:00:00,26.0,-85.6, , ,,1983,49,541.6593460929065,,,,,
1983236N26284,BARRY,1983-08-26 12:00:00,25.7,-86.3,30,1012,,1983,49,611.8373558497622,,,,,
1983236N26284,BARRY,1983-08-26 15:00:00,25.4,-87.0, , ,,1983,49,683.9368358636367,,,,,
1983236N26284,BARRY,1983-08-26 18:00:00,25.2,-87.6,30,1011,,1983,49,746.1446677623389,,,,,
1983236N26284,BARRY,1983-08-26 21:00:00,25.1,-88.2, , ,,1983,49,807.4193430432081,,,,,
1983236N26284,BARRY,1983-08-27 00:00:00,25.1,-88.9,30,1010,,1983,49,877.4095434689817,,,,,
1983236N26284,BARRY,1983-08-27 03:00:00,25.1,-89.5, , ,,1983,49,937.4283869841192,,,,,
1983236N26284,BARRY,1983-08-27 06:00:00,25.2,-90.2,30,1009,,1983,49,1006.308525646894,,,,,
1983236N26284,BARRY,1983-08-27 09:00:00,25.5,-90.9, , ,,1983,49,1073.6322672465274,,,,,
1983236N26284,BARRY,1983-08-27 12:00:00,25.8,-91.6,35,1008,,1983,49,1141.9192613372886,,,,,
1983236N26284,BARRY,1983-08-27 15:00:00,25.9,-92.3, , ,,1983,49,1211.5143491735002,,,,,
1983236N26284,BARRY,1983-08-27 18:00:00,25.8,-93.0,45,1002,,1983,49,1281.9471890604364,,,,,
1983236N26284,BARRY,1983-08-27 21:00:00,25.8,-93.8, , ,,1983,49,1361.9470185515106,,,,,
1983236N26284,BARRY,1983-08-28 00:00:00,25.7,-94.5,60,999,,1983,49,1432.5520684221603,,,,,
1983236N26284,BARRY,1983-08-28 03:00:00,25.6,-95.0, , ,,1983,49,1483.277438989859,,,,,
1983236N26284,BARRY,1983-08-28 06:00:00,25.5,-95.5,60,998,,1983,49,1534.1126093805738,,,,,
1983236N26284,BARRY,1983-08-28 09:00:00,25.5,-95.9, , ,,1983,49,1574.1374698926877,,,,,
1983236N26284,BARRY,1983-08-28 12:00:00,25.5,-96.4,65,993,,1983,49,1624.1638713063282,,,,,
1983236N26284,BARRY,1983-08-28 15:00:00,25.4,-97.0, , ,,1983,49,1685.123282699631,,,,,
1983236N26284,BARRY,1983-08-28 17:25:00,25.4,-97.4,70,986,,1983,49,1725.14677620861,,,,,
1983236N26284,BARRY,1983-08-28 18:00:00,25.4,-97.5,70,986,,1983,49,1735.152106504443,,,,,
1983236N26284,BARRY,1983-08-28 21:00:00,25.4,-98.0, , ,,1983,49,1785.1753959553423,,,,,
1983236N26284,BARRY,1983-08-29 00:00:00,25.5,-98.5,40,995,,1983,49,1834.2129172264165,,,,,
1983236N26284,BARRY,1983-08-29 03:00:00,25.5,-99.0, , ,,1983,49,1884.2086470558943,,,,,
1983236N26284,BARRY,1983-08-29 06:00:00,25.5,-99.5,30,1005,,1983,49,1934.197783320498,,,,,
1983236N26284,BARRY,1983-08-29 09:00:00,25.5,-100.0, , ,,1983,49,1984.180107363651,,,,,
1983236N26284,BARRY,1983-08-29 12:00:00,25.5,-100.5,25,1010,,1983,49,2034.155402017337,,,,,
1984270N23287,ISIDORE,1984-09-25 12:00:00,23.4,-73.0,30,1003,,1984,86,773.0264459274609,,,,,
1984270N23287,ISIDORE,1984-09-25 15:00:00,23.7,-73.4, , ,,1984,86,723.1186455205909,,,,,
1984270N23287,ISIDORE,1984-09-25 18:00:00,23.9,-73.9,30,1003,,1984,86,667.7349698805771,,,,,
1984270N23287,ISIDORE,1984-09-25 21:00:00,24.1,-74.4, , ,,1984,86,612.4658175204601,,,,,
1984270N23287,ISIDORE,1984-09-26 00:00:00,24.3,-74.9,30,1002,,1984,86,557.3254839994771,,,,,
1984270N23287,ISIDORE,1984-09-26 03:00:00,24.4,-75.5, , ,,1984,86,496.1401503256457,,,,,
1984270N23287,ISIDORE,1984-09-26 06:00:00,24.5,-76.0,30,1002,,1984,86,444.6660910129297,,,,,
1984270N23287,ISIDORE,1984-09-26 09:00:00,24.6,-76.5, , ,,1984,86,393.2947946325975,,,,,
1984270N23287,ISIDORE,1984-09-26 12:00:00,24.7,-77.0,40,1001,,1984,86,342.05571174939314,,,,,
1984270N23287,ISIDORE,1984-09-26 15:00:00,24.8,-77.4, , ,,1984,86,300.37174181225623,,,,,
1984270N23287,ISIDORE,1984-09-26 18:00:00,25.0,-77.7,45,1000,,1984,86,264.2655140341471,,,,,
1984270N23287,ISIDORE,1984-09-26 21:00:00,25.2,-78.1, , ,,1984,86,219.06165767207565,,,,,
1984270N23287,ISIDORE,1984-09-27 00:00:00,25.4,-78.4,45,999,,1984,86,184.15279148318535,,,,,
1984270N23287,ISIDORE,1984-09-27 03:00:00,25.6,-78.8, , ,,1984,86,140.62755623843688,,,,,
1984270N23287,ISIDORE,1984-09-27 06:00:00,25.8,-79.1,50,1000,,1984,86,109.40132006846228,,,,,
1984270N23287,ISIDORE,1984-09-27 09:00:00,26.1,-79.5, , ,,1984,86,78.74581655073277,,,,,
1984270N23287,ISIDORE,1984-09-27 12:00:00,26.4,-79.8,50,1000,,1984,86,81.04741685376628,,,,,
1984270N23287,ISIDORE,1984-09-27 15:00:00,26.9,-80.1, , ,,1984,86,126.90336355680932,,,,,
1984270N23287,ISIDORE,1984-09-27 18:00:00,27.3,-80.5,45,1001,,1984,86,173.77721589686774,,,,,
1984270N23287,ISIDORE,1984-09-27 21:00:00,27.6,-81.0, , ,,1984,86,219.61374098105767,,,,,
1984270N23287,ISIDORE,1984-09-28 00:00:00,27.8,-81.5,45,1002,,1984,86,261.20963316162823,,,,,
1984270N23287,ISIDORE,1984-09-28 03:00:00,28.1,-82.0, , ,,1984,86,315.7985526464828,,,,,
1984270N23287,ISIDORE,1984-09-28 06:00:00,28.5,-82.3,45,1002,,1984,86,369.08077835993646,,,,,
