SID,NAME,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,BASIN,SEASON,NUMBER,dist_to_miami_km,impact_next30,distance_km_poly
1988235N15317,CHRIS,1988-08-28 00:00:00,26.8,-79.7,30,1008,,1988,60,125.43396049761154,1,0.0
1988235N15317,CHRIS,1988-08-28 03:00:00,27.4,-79.8, , ,,1988,60,186.28997056671167,1,0.0
1988235N15317,CHRIS,1988-08-28 06:00:00,28.2,-80.0,40,1008,,1988,60,271.7917489094566,1,0.0
1988235N15317,CHRIS,1988-08-28 09:00:00,29.4,-80.4, , ,,1988,60,405.0802487630817,1,0.0
1988235N15317,CHRIS,1988-08-28 12:00:00,30.8,-80.8,45,1005,,1988,60,563.38631033776,1,0.0
1988235N15317,CHRIS,1988-08-28 15:00:00,32.0,-80.9,40,1005,,1988,60,697.0796155622127,0,27.41551715046634
1988235N15317,CHRIS,1988-08-28 18:00:00,32.8,-81.1,35,1006,,1988,60,787.5525373197958,0,123.11006380886276
1988235N15317,CHRIS,1988-08-28 21:00:00,33.5,-81.2, , ,,1988,60,865.9435131421078,0,209.84306274211676
1988235N15317,CHRIS,1988-08-29 00:00:00,34.1,-81.1,25,1008,,1988,60,931.2835177774984,0,290.7190787641411
1988235N15317,CHRIS,1988-08-29 03:00:00,34.9,-80.9, , ,,1988,60,1018.3935470286372,0,401.0505736283523
1988235N15317,CHRIS,1988-08-29 06:00:00,35.8,-80.6,20,1009,,1988,60,1116.8853994171627,0,528.1737739989553
1988235N15317,CHRIS,1988-08-29 09:00:00,36.6,-80.2, , ,,1988,60,1205.1642243328354,0,645.873465542314
1988235N15317,CHRIS,1988-08-29 12:00:00,37.5,-79.5,20,1009,,1988,60,1306.8693933217273,0,786.7173628180706
1988235N15317,CHRIS,1988-08-29 15:00:00,38.3,-78.8, , ,,1988,60,1400.3015087198798,0,916.2658753515813
1988235N15317,CHRIS,1988-08-29 18:00:00,39.2,-77.6,20,1010,,1988,60,1513.7186118898014,0,1080.5763931825875
1988235N15317,CHRIS,1988-08-29 21:00:00,40.2,-75.7, , ,,1988,60,1658.5915658271415,0,1296.83912802428
1988235N15317,CHRIS,1988-08-30 00:00:00,41.2,-73.6,20,1008,,1988,60,1820.7963465608784,0,1537.6432056425647
1988235N15317,CHRIS,1988-08-30 03:00:00,42.4,-71.8, , ,,1988,60,2002.4521247413938,0,1795.9101123353294
1988235N15317,CHRIS,1988-08-30 06:00:00,43.5,-69.9,20,1008,,1988,60,2181.513977336628,0,2053.54701127569
1988235N15317,CHRIS,1988-08-30 09:00:00,44.3,-67.5, , ,,1988,60,2356.6564728410453,0,2313.667328229985
1988235N15317,CHRIS,1988-08-30 12:00:00,45.0,-65.0,25,1008,,1988,60,2534.60933194126,0,2577.7935106963105
1988235N15317,CHRIS,1988-08-30 15:00:00,45.7,-62.5, , ,,1988,60,2718.8847309264183,0,2849.307319881052
1988235N15317,CHRIS,1988-08-30 18:00:00,46.5,-60.0,25,1008,,1988,60,2915.481752921461,0,3137.8421480081183
1991181N26282,ANA,1991-06-29 12:00:00,25.9,-78.0,20,1012,,1991,32,219.90162928511546,0,46.086785192388916
1991181N26282,ANA,1991-06-29 15:00:00,25.9,-78.5, , ,,1991,32,170.019150612536,1,0.0
1991181N26282,ANA,1991-06-29 18:00:00,25.9,-79.0,20,1012,,1991,32,120.2678517680423,1,0.0
1991181N26282,ANA,1991-06-29 21:00:00,25.9,-79.5, , ,,1991,32,70.92580069231019,1,0.0
1991181N26282,ANA,1991-06-30 00:00:00,25.9,-80.0,20,1012,,1991,32,24.596485338424262,1,0.0
1991181N26282,ANA,1991-06-30 03:00:00,25.9,-80.5, , ,,1991,32,34.466996040376,1,0.0
1991181N26282,ANA,1991-06-30 06:00:00,26.0,-80.9,20,1012,,1991,32,75.64285602819785,1,0.0
1991181N26282,ANA,1991-06-30 09:00:00,26.1,-81.4, , ,,1991,32,126.54003796989998,1,0.0
1991181N26282,ANA,1991-06-30 12:00:00,26.2,-81.8,20,1012,,1991,32,167.9758490412882,1,0.0
1991181N26282,ANA,1991-06-30 15:00:00,26.4,-82.1, , ,,1991,32,203.36102409106837,1,0.0
1991181N26282,ANA,1991-06-30 18:00:00,26.7,-82.4,20,1012,,1991,32,243.71056278214363,1,0.0
1991181N26282,ANA,1991-06-30 21:00:00,27.0,-82.6, , ,,1991,32,276.5907173795631,1,0.0
1991181N26282,ANA,1991-07-01 00:00:00,27.3,-82.7,20,1012,,1991,32,302.5142604038082,1,0.0
1991181N26282,ANA,1991-07-01 03:00:00,27.6,-82.7, , ,,1991,32,322.29450878521357,1,0.0
1991181N26282,ANA,1991-07-01 06:00:00,28.0,-82.7,20,1012,,1991,32,351.8699476707639,1,0.0
1991181N26282,ANA,1991-07-01 09:00:00,28.4,-82.6, , ,,1991,32,378.0060375180571,1,0.0
1991181N26282,ANA,1991-07-01 12:00:00,28.7,-82.5,20,1012,,1991,32,398.50785826562463,1,0.0
1991181N26282,ANA,1991-07-01 15:00:00,29.0,-82.4, , ,,1991,32,420.9198468877307,1,0.0
1991181N26282,ANA,1991-07-01 18:00:00,29.3,-82.2,20,1012,,1991,32,440.4343996822016,1,0.0
1991181N26282,ANA,1991-07-01 21:00:00,29.6,-81.9, , ,,1991,32,458.72715942524803,1,0.0
1991181N26282,ANA,1991-07-02 00:00:00,29.9,-81.6,20,1012,,1991,32,480.5251986644441,1,0.0
1991181N26282,ANA,1991-07-02 03:00:00,30.2,-81.3, , ,,1991,32,505.360865665686,1,0.0
1991181N26282,ANA,1991-07-02 06:00:00,30.4,-81.0,20,1012,,1991,32,521.8083936665723,1,0.0
1991181N26282,ANA,1991-07-02 09:00:00,30.7,-80.7, , ,,1991,32,551.3637667861075,1,0.0
1991181N26282,ANA,1991-07-02 12:00:00,30.9,-80.3,20,1012,,1991,32,571.4509063926549,1,0.0
1991181N26282,ANA,1991-07-02 15:00:00,31.1,-80.0, , ,,1991,32,593.8876885135666,0,14.238558635208781
1991181N26282,ANA,1991-07-02 18:00:00,31.3,-79.7,25,1012,,1991,32,617.6993951770727,0,54.40179512895458
1991181N26282,ANA,1991-07-02 21:00:00,31.4,-79.4, , ,,1991,32,631.6923811124109,0,90.2368947050677
1991181N26282,ANA,1991-07-03 00:00:00,31.5,-79.0,25,1011,,1991,32,648.5687790378425,0,136.45484508349082
1991181N26282,ANA,1991-07-03 03:00:00,31.9,-78.3, , ,,1991,32,706.9436772084616,0,228.71782798594052
1991181N26282,ANA,1991-07-03 06:00:00,32.5,-77.4,25,1010,,1991,32,796.7195916180149,0,353.23115792250456
1991181N26282,ANA,1991-07-03 09:00:00,33.2,-76.4, , ,,1991,32,904.6708583280199,0,495.80402144077175
1991181N26282,ANA,1991-07-03 12:00:00,33.9,-75.4,30,1008,,1991,32,1015.784213197494,0,639.3536578523549
1991181N26282,ANA,1991-07-03 15:00:00,34.6,-74.5, , ,,1991,32,1124.237291546205,0,774.7368060572976
1991181N26282,ANA,1991-07-03 18:00:00,35.2,-73.4,30,1006,,1991,32,1234.0756864837597,0,921.7944975194747
1991181N26282,ANA,1991-07-03 21:00:00,35.7,-72.1, , ,,1991,32,1347.6062337495327,0,1080.2768900893138
1991181N26282,ANA,1991-07-04 00:00:00,36.2,-70.7,40,1003,,1991,32,1469.9528208427562,0,1248.8676104105455
1991181N26282,ANA,1991-07-04 03:00:00,36.7,-69.3, , ,,1991,32,1595.0189641678942,0,1418.1004418633852
1991181N26282,ANA,1991-07-04 06:00:00,37.1,-67.8,45,1002,,1991,32,1720.6941063683585,0,1590.4708517742097
1991181N26282,ANA,1991-07-04 09:00:00,37.4,-66.3, , ,,1991,32,1841.5598474588498,0,1756.8713379448443
1991181N26282,ANA,1991-07-04 12:00:00,37.6,-64.7,45,1001,,1991,32,1965.109085196938,0,1927.9818025581908
1991181N26282,ANA,1991-07-04 15:00:00,37.8,-62.9, , ,,1991,32,2106.296507953709,0,2120.8638124641943
1991181N26282,ANA,1991-07-04 18:00:00,37.9,-61.1,45,1000,,1991,32,2245.0167977252913,0,2309.5193326721164
1991181N26282,ANA,1991-07-04 21:00:00,38.0,-59.3, , ,,1991,32,2387.235400495019,0,2499.9686684275266
1991181N26282,ANA,1991-07-05 00:00:00,38.0,-57.5,45,1001,,1991,32,2527.3987120296633,0,2687.018699738736
1991181N26282,ANA,1991-07-05 03:00:00,37.8,-55.8, , ,,1991,32,2653.8274939075195,0,2856.2627961496446
1991181N26282,ANA,1991-07-05 06:00:00,37.5,-54.2,40,1003,,1991,32,2772.1407799185586,0,3013.030745955822
1991181N26282,ANA,1991-07-05 09:00:00,37.2,-52.5, , ,,1991,32,2902.988812019319,0,3178.196402377141
1991181N26282,ANA,1991-07-05 12:00:00,37.0,-50.7,35,1005,,1991,32,3049.3343626428114,0,3357.9658617910936
1991288N19274,FABIAN,1991-10-15 00:00:00,18.9,-85.7,25,1010,,1991,76,950.0072952936827,0,603.3854542301223
1991288N19274,FABIAN,1991-10-15 03:00:00,19.2,-85.4, , ,,1991,76,904.5457581103892,0,557.5543559018516
1991288N19274,FABIAN,1991-10-15 06:00:00,19.5,-85.1,30,1008,,1991,76,859.1519337902353,0,512.0944750875864
1991288N19274,FABIAN,1991-10-15 09:00:00,19.9,-84.6, , ,,1991,76,792.8664459041585,0,448.4716417604619
1991288N19274,FABIAN,1991-10-15 12:00:00,20.3,-84.1,35,1007,,1991,76,727.0353855092837,0,387.0627490510782
1991288N19274,FABIAN,1991-10-15 15:00:00,20.8,-83.6, , ,,1991,76,652.2676112231218,0,316.95968263683096
1991288N19274,FABIAN,1991-10-15 18:00:00,21.2,-83.1,40,1006,,1991,76,587.5250005457286,0,263.101191769993
1991288N19274,FABIAN,1991-10-15 21:00:00,21.5,-82.8,40,1004,,1991,76,543.2355057688543,0,225.48332320337244
1991288N19274,FABIAN,1991-10-16 00:00:00,22.4,-81.8,40,1004,,1991,76,407.8859824293396,0,108.14466264524053
1991288N19274,FABIAN,1991-10-16 03:00:00,23.2,-81.2, , ,,1991,76,302.5645800646641,0,24.10914042240578
1991288N19274,FABIAN,1991-10-16 06:00:00,23.9,-80.8,40,1002,,1991,76,215.9174242864559,1,0.0
1991288N19274,FABIAN,1991-10-16 08:34:00,24.5,-80.5,40,1002,,1991,76,143.6842009260671,1,0.0
1991288N19274,FABIAN,1991-10-16 09:00:00,24.6,-80.4, , ,,1991,76,130.86300927062814,1,0.0
1991288N19274,FABIAN,1991-10-16 12:00:00,25.2,-79.8,40,1007,,1991,76,73.80874452564571,1,0.0
1991288N19274,FABIAN,1991-10-16 15:00:00,25.7,-79.3, , ,,1991,76,89.59379817733854,1,0.0
1991288N19274,FABIAN,1991-10-16 18:00:00,26.5,-78.5,40,1009,,1991,76,187.7845680712689,1,0.0
1991288N19274,FABIAN,1991-10-16 21:00:00,28.0,-77.2, , ,,1991,76,387.2572370560426,0,194.8104652652232
1991288N19274,FABIAN,1991-10-17 00:00:00,30.0,-75.5,40,1009,,1991,76,659.2067722267533,0,443.09590091937326
1992230N11325,ANDREW,1992-08-16 18:00:00,10.8,-35.5,25,1010,,1992,63,4974.534313086311,0,5076.51160298319
1992230N11325,ANDREW,1992-08-16 21:00:00,11.0,-36.4, , ,,1992,63,4876.411349488937,0,4974.344188532199
1992230N11325,ANDREW,1992-08-17 00:00:00,11.2,-37.4,30,1009,,1992,63,4768.557832443761,0,4861.664008895294
1992230N11325,ANDREW,1992-08-17 03:00:00,11.4,-38.5, , ,,1992,63,4651.016387345711,0,4738.505769756924
1992230N11325,ANDREW,1992-08-17 06:00:00,11.7,-39.6,30,1008,,1992,63,4528.715681612021,0,4611.656084736038
1992230N11325,ANDREW,1992-08-17 09:00:00,12.0,-40.8, , ,,1992,63,4396.771396229194,0,4474.307538295678
1992230N11325,ANDREW,1992-08-17 12:00:00,12.3,-42.0,35,1006,,1992,63,4264.981850142632,0,4336.979535718713
1992230N11325,ANDREW,1992-08-17 15:00:00,12.7,-43.1, , ,,1992,63,4138.186065367336,0,4206.325287135347
1992230N11325,ANDREW,1992-08-17 18:00:00,13.1,-44.2,35,1003,,1992,63,4011.5384530674405,0,4075.648038727786
1992230N11325,ANDREW,1992-08-17 21:00:00,13.4,-45.2, , ,,1992,63,3899.6334457888106,0,3959.264650495288
1992230N11325,ANDREW,1992-08-18 00:00:00,13.6,-46.2,40,1002,,1992,63,3792.730544288032,0,3846.731614912252
1992230N11325,ANDREW,1992-08-18 03:00:00,13.8,-47.1, , ,,1992,63,3695.659164824327,0,3744.685054245502
1992230N11325,ANDREW,1992-08-18 06:00:00,14.1,-48.0,45,1001,,1992,63,3593.785169868444,0,3638.763980081549
1992230N11325,ANDREW,1992-08-18 09:00:00,14.3,-48.9, , ,,1992,63,3496.9295758961116,0,3536.7417842467617
1992230N11325,ANDREW,1992-08-18 12:00:00,14.6,-49.9,45,1000,,1992,63,3385.6172292510005,0,3420.345228833392
1992230N11325,ANDREW,1992-08-18 15:00:00,15.0,-50.9, , ,,1992,63,3269.5247590234467,0,3299.982375963647
1992230N11325,ANDREW,1992-08-18 18:00:00,15.4,-51.8,45,1000,,1992,63,3163.229709223752,0,3190.0669027030794
1992230N11325,ANDREW,1992-08-18 21:00:00,15.8,-52.7, , ,,1992,63,3057.093494412945,0,3080.1490482596396
1992230N11325,ANDREW,1992-08-19 00:00:00,16.3,-53.5,45,1001,,1992,63,2955.9883662481957,0,2976.8069953085674
1992230N11325,ANDREW,1992-08-19 03:00:00,16.8,-54.4, , ,,1992,63,2845.534344173361,0,2863.0703370786205
1992230N11325,ANDREW,1992-08-19 06:00:00,17.2,-55.3,45,1002,,1992,63,2740.00187588584,0,2753.1946082627414
1992230N11325,ANDREW,1992-08-19 09:00:00,17.6,-56.1, , ,,1992,63,2644.321060718687,0,2653.8924030765074
1992230N11325,ANDREW,1992-08-19 12:00:00,18.0,-56.9,45,1005,,1992,63,2548.847248529156,0,2554.654868505437
1992230N11325,ANDREW,1992-08-19 15:00:00,18.4,-57.6, , ,,1992,63,2463.2705511405998,0,2466.1004736552545
1992230N11325,ANDREW,1992-08-19 18:00:00,18.8,-58.3,45,1007,,1992,63,2377.9459648092375,0,2377.693662597745
1992230N11325,ANDREW,1992-08-19 21:00:00,19.3,-58.9, , ,,1992,63,2298.3934602043832,0,2296.8049932903596
1992230N11325,ANDREW,1992-08-20 00:00:00,19.8,-59.3,40,1011,,1992,63,2238.951463232111,0,2237.9821854436987
1992230N11325,ANDREW,1992-08-20 03:00:00,20.2,-59.7, , ,,1992,63,2184.132454774943,0,2182.917589268595
1992230N11325,ANDREW,1992-08-20 06:00:00,20.7,-60.0,40,1013,,1992,63,2135.954575330598,0,2136.287404338404
1992230N11325,ANDREW,1992-08-20 09:00:00,21.2,-60.3, , ,,1992,63,2088.758865593937,0,2090.709914964011
1992230N11325,ANDREW,1992-08-20 12:00:00,21.7,-60.7,40,1015,,1992,63,2032.7139064682915,0,2035.4153256354446
1992230N11325,ANDREW,1992-08-20 15:00:00,22.1,-61.1, , ,,1992,63,1980.6998832999432,0,1983.2725027667893
1992230N11325,ANDREW,1992-08-20 18:00:00,22.5,-61.5,40,1014,,1992,63,1929.373395322241,0,1929.1643292154422
1992230N11325,ANDREW,1992-08-20 21:00:00,22.9,-61.9, , ,,1992,63,1878.786883158643,0,1875.4707919865027
1992230N11325,ANDREW,1992-08-21 00:00:00,23.2,-62.4,45,1014,,1992,63,1821.41858810831,0,1813.8210578866797
1992230N11325,ANDREW,1992-08-21 03:00:00,23.6,-62.9, , ,,1992,63,1762.2478602060917,0,1750.4429081513463
1992230N11325,ANDREW,1992-08-21 06:00:00,23.9,-63.3,45,1010,,1992,63,1715.950940046194,0,1700.6638670912744
1992230N11325,ANDREW,1992-08-21 09:00:00,24.2,-63.8, , ,,1992,63,1660.1817433152578,0,1640.1258376645071
1992230N11325,ANDREW,1992-08-21 12:00:00,24.4,-64.2,50,1007,,1992,63,1616.638978644714,0,1592.6659151037104
1992230N11325,ANDREW,1992-08-21 15:00:00,24.6,-64.5, , ,,1992,63,1583.3685836490758,0,1556.4651810426556
1992230N11325,ANDREW,1992-08-21 18:00:00,24.8,-64.9,50,1004,,1992,63,1540.3673624174241,0,1509.4565722408981
1992230N11325,ANDREW,1992-08-21 21:00:00,25.1,-65.4, , ,,1992,63,1486.4450657542952,0,1450.5147201103105
1992230N11325,ANDREW,1992-08-22 00:00:00,25.3,-65.9,55,1000,,1992,63,1434.2165803138787,0,1393.095960030866
1992230N11325,ANDREW,1992-08-22 03:00:00,25.5,-66.4, , ,,1992,63,1382.3504962660274,0,1335.9792581757115
1992230N11325,ANDREW,1992-08-22 06:00:00,25.6,-67.0,65,994,,1992,63,1321.5384020290278,0,1268.6250625053583
1992230N11325,ANDREW,1992-08-22 09:00:00,25.7,-67.6, , ,,1992,63,1260.8490382041266,0,1201.2793114638462
1992230N11325,ANDREW,1992-08-22 12:00:00,25.8,-68.3,80,981,,1992,63,1190.2927770962829,0,1122.8291044092578
1992230N11325,ANDREW,1992-08-22 15:00:00,25.8,-69.0, , ,,1992,63,1120.2719529748988,0,1044.9999074510338
1992230N11325,ANDREW,1992-08-22 18:00:00,25.7,-69.7,95,969,,1992,63,1050.700195964945,0,967.8277908597404
1992230N11325,ANDREW,1992-08-22 21:00:00,25.6,-70.4, , ,,1992,63,981.188484435455,0,890.7968970789681
1992230N11325,ANDREW,1992-08-23 00:00:00,25.6,-71.1,110,961,,1992,63,911.0981868537417,0,813.0827813445467
1992230N11325,ANDREW,1992-08-23 03:00:00,25.5,-71.8, , ,,1992,63,841.6668015271189,0,736.5620146751146
1992230N11325,ANDREW,1992-08-23 06:00:00,25.5,-72.5,130,947,,1992,63,771.5677709023892,0,659.0876086192595
1992230N11325,ANDREW,1992-08-23 09:00:00,25.4,-73.3, , ,,1992,63,692.3043676777842,0,572.4395611532941
1992230N11325,ANDREW,1992-08-23 12:00:00,25.4,-74.2,145,933,,1992,63,602.2407948327385,0,473.4767167460252
1992230N11325,ANDREW,1992-08-23 15:00:00,25.4,-75.0, , ,,1992,63,522.2292409722706,0,385.68495030424225
1992230N11325,ANDREW,1992-08-23 18:00:00,25.4,-75.8,150,922,,1992,63,442.2878022234511,0,298.63258202063855
1992230N11325,ANDREW,1992-08-23 21:00:00,25.4,-76.6,140,923,,1992,63,362.4667505843427,0,212.5513559226841
1992230N11325,ANDREW,1992-08-24 00:00:00,25.4,-77.5,125,930,,1992,63,272.9488051901912,0,117.99152889569282
1992230N11325,ANDREW,1992-08-24 01:00:00,25.4,-77.8,130,931,,1992,63,243.23052359483353,0,87.48951115636986
1992230N11325,ANDREW,1992-08-24 03:00:00,25.4,-78.4, , ,,1992,63,184.15279148318538,0,29.455876460183354
1992230N11325,ANDREW,1992-08-24 06:00:00,25.4,-79.3,130,937,,1992,63,98.06943877032958,1,0.0
1992230N11325,ANDREW,1992-08-24 08:40:00,25.5,-80.2,145,926,,1992,63,29.111321939308777,1,0.0
1992230N11325,ANDREW,1992-08-24 09:00:00,25.5,-80.3, , ,,1992,63,31.055743188951542,1,0.0
1992230N11325,ANDREW,1992-08-24 09:05:00,25.5,-80.3,145,922,,1992,63,31.055743188951542,1,0.0
1992230N11325,ANDREW,1992-08-24 12:00:00,25.6,-81.2,115,951,,1992,63,102.6201830406974,1,0.0
1992230N11325,ANDREW,1992-08-24 15:00:00,25.7,-82.1, , ,,1992,63,191.2643035432924,1,0.0
1992230N11325,ANDREW,1992-08-24 18:00:00,25.8,-83.1,115,947,,1992,63,291.2147037364666,1,0.0
1992230N11325,ANDREW,1992-08-24 21:00:00,26.0,-84.1, , ,,1992,63,391.86803143025116,0,63.314739592800706
1992230N11325,ANDREW,1992-08-25 00:00:00,26.2,-85.0,115,943,,1992,63,483.05205832766967,0,149.85594563366712
1992230N11325,ANDREW,1992-08-25 03:00:00,26.4,-85.9, , ,,1992,63,574.4428667361767,0,228.83953037269387
1992230N11325,ANDREW,1992-08-25 06:00:00,26.6,-86.7,115,948,,1992,63,656.0119514334501,0,264.93543181853437
1992230N11325,ANDREW,1992-08-25 09:00:00,26.9,-87.5, , ,,1992,63,739.1223598936773,0,273.4390677561941
1992230N11325,ANDREW,1992-08-25 12:00:00,27.2,-88.2,120,946,,1992,63,812.7708038555191,0,246.76389633308997
1992230N11325,ANDREW,1992-08-25 15:00:00,27.5,-88.9, , ,,1992,63,886.6812060832561,0,233.00398635208606
1992230N11325,ANDREW,1992-08-25 18:00:00,27.8,-89.6,125,941,,1992,63,960.7474408179518,0,238.52558441835535
1992230N11325,ANDREW,1992-08-25 21:00:00,28.1,-90.1, , ,,1992,63,1015.7312813390892,0,246.3056301705412
1992230N11325,ANDREW,1992-08-26 00:00:00,28.5,-90.5,125,937,,1992,63,1064.1295525186117,0,248.48179385551396
1992230N11325,ANDREW,1992-08-26 03:00:00,28.8,-90.9, , ,,1992,63,1110.3544252867443,0,267.49125260901144
1992230N11325,ANDREW,1992-08-26 06:00:00,29.2,-91.3,120,955,,1992,63,1159.957324472693,0,289.0618753295962
1992230N11325,ANDREW,1992-08-26 08:30:00,29.6,-91.5,100,956,,1992,63,1191.7744501554594,0,297.6310382977793
1992230N11325,ANDREW,1992-08-26 09:00:00,29.7,-91.5, , ,,1992,63,1195.3066357231346,0,295.47014046745477
1992230N11325,ANDREW,1992-08-26 12:00:00,30.1,-91.7,80,973,,1992,63,1228.3610521794615,0,312.20213348882874
1992230N11325,ANDREW,1992-08-26 15:00:00,30.5,-91.7, , ,,1992,63,1244.5028254251408,0,304.93195307880916
1992230N11325,ANDREW,1992-08-26 18:00:00,30.9,-91.6,50,991,,1992,63,1253.2854333872613,0,291.2500487224038
1992230N11325,ANDREW,1992-08-26 21:00:00,31.2,-91.4, , ,,1992,63,1250.2585363731837,0,271.2375833248074
1992230N11325,ANDREW,1992-08-27 00:00:00,31.5,-91.1,35,995,,1992,63,1240.1510522278124,0,244.26137333343735
1992230N11325,ANDREW,1992-08-27 03:00:00,31.8,-90.8, , ,,1992,63,1231.7021052607574,0,221.20745913476904
1992230N11325,ANDREW,1992-08-27 06:00:00,32.1,-90.5,30,997,,1992,63,1224.9411860152104,0,203.22151404709106
1992230N11325,ANDREW,1992-08-27 09:00:00,32.4,-90.1, , ,,1992,63,1212.1841203626486,0,183.17047641910958
1992230N11325,ANDREW,1992-08-27 12:00:00,32.8,-89.6,30,998,,1992,63,1201.0976786814613,0,174.3522892354959
1992230N11325,ANDREW,1992-08-27 15:00:00,33.2,-89.1, , ,,1992,63,1193.8301892142258,0,183.95134604963346
1992230N11325,ANDREW,1992-08-27 18:00:00,33.6,-88.4,25,999,,1992,63,1177.3839223299656,0,203.865786166609
1992230N11325,ANDREW,1992-08-27 21:00:00,34.0,-87.7, , ,,1992,63,1166.7002492436889,0,246.3112377236609
1992230N11325,ANDREW,1992-08-28 00:00:00,34.4,-86.7,20,1000,,1992,63,1145.9371739299008,0,300.01122301692175
1992230N11325,ANDREW,1992-08-28 03:00:00,34.9,-85.4, , ,,1992,63,1131.9290537690404,0,367.5197882645229
1992230N11325,ANDREW,1992-08-28 06:00:00,35.4,-84.0,20,1000,,1992,63,1131.7466994970248,0,445.92031508289506
1995235N24281,JERRY,1995-08-22 18:00:00,23.7,-78.7,20,1010,,1995,50,274.3209775721545,0,65.04308542364778
1995235N24281,JERRY,1995-08-22 21:00:00,23.9,-78.8, , ,,1995,50,250.1559741501409,0,39.55839546257749
1995235N24281,JERRY,1995-08-23 00:00:00,24.2,-78.9,25,1009,,1995,50,217.04048098690748,0,6.8589240845485016
1995235N24281,JERRY,1995-08-23 03:00:00,24.6,-79.0, , ,,1995,50,176.26155886594591,1,0.0
1995235N24281,JERRY,1995-08-23 06:00:00,25.2,-79.2,30,1008,,1995,50,117.52532463472909,1,0.0
1995235N24281,JERRY,1995-08-23 09:00:00,25.8,-79.4, , ,,1995,50,79.39477904079807,1,0.0
1995235N24281,JERRY,1995-08-23 12:00:00,26.4,-79.7,35,1008,,1995,50,86.31346282552819,1,0.0
1995235N24281,JERRY,1995-08-23 15:00:00,26.8,-80.0, , ,,1995,50,117.02655675559022,1,0.0
1995235N24281,JERRY,1995-08-23 18:00:00,27.0,-80.2,35,1006,,1995,50,137.69510038944597,1,0.0
1995235N24281,JERRY,1995-08-23 21:00:00,27.2,-80.3, , ,,1995,50,160.29378578345458,1,0.0
1995235N24281,JERRY,1995-08-24 00:00:00,27.3,-80.5,35,1005,,1995,50,173.77721589686774,1,0.0
1995235N24281,JERRY,1995-08-24 03:00:00,27.5,-80.8, , ,,1995,50,202.52232737817891,1,0.0
1995235N24281,JERRY,1995-08-24 06:00:00,27.7,-81.1,35,1005,,1995,50,233.63749721067745,1,0.0
1995235N24281,JERRY,1995-08-24 09:00:00,28.0,-81.4, , ,,1995,50,276.22599673114047,1,0.0
1995235N24281,JERRY,1995-08-24 12:00:00,28.4,-81.8,35,1004,,1995,50,333.77463203156674,1,0.0
1995235N24281,JERRY,1995-08-24 15:00:00,28.6,-82.2, , ,,1995,50,372.8936632614426,1,0.0
1995235N24281,JERRY,1995-08-24 18:00:00,28.8,-82.6,30,1002,,1995,50,413.2240101031609,1,0.0
1995235N24281,JERRY,1995-08-24 21:00:00,28.9,-82.8, , ,,1995,50,433.7317737831738,1,0.0
1995235N24281,JERRY,1995-08-25 00:00:00,29.0,-82.9,30,1002,,1995,50,448.470436521156,1,0.0
1995235N24281,JERRY,1995-08-25 03:00:00,29.1,-83.1, , ,,1995,50,469.1747389787867,1,0.0
1995235N24281,JERRY,1995-08-25 06:00:00,29.2,-83.3,30,1002,,1995,50,490.02920766754994,1,0.0
1995235N24281,JERRY,1995-08-25 09:00:00,29.5,-83.3, , ,,1995,50,516.2196189768516,1,0.0
1995235N24281,JERRY,1995-08-25 12:00:00,29.8,-83.3,25,1004,,1995,50,543.1947791214459,1,0.0
1995235N24281,JERRY,1995-08-25 15:00:00,30.1,-83.2, , ,,1995,50,565.654306233989,1,0.0
1995235N24281,JERRY,1995-08-25 18:00:00,30.4,-83.2,25,1005,,1995,50,594.1443032930521,1,0.0
1995235N24281,JERRY,1995-08-25 21:00:00,30.5,-83.3, , ,,1995,50,608.597066541495,1,0.0
1995235N24281,JERRY,1995-08-26 00:00:00,30.7,-83.4,25,1005,,1995,50,632.6070168635152,1,0.0
1995235N24281,JERRY,1995-08-26 03:00:00,31.0,-83.5, , ,,1995,50,666.2390704494965,1,0.0
1995235N24281,JERRY,1995-08-26 06:00:00,31.3,-83.7,20,1005,,1995,50,704.6448453236243,1,0.0
1995235N24281,JERRY,1995-08-26 09:00:00,31.5,-83.8, , ,,1995,50,728.6566744496239,1,0.0
1995235N24281,JERRY,1995-08-26 12:00:00,31.8,-83.9,20,1005,,1995,50,762.3532257190286,1,0.0
1995235N24281,JERRY,1995-08-26 15:00:00,32.1,-84.0, , ,,1995,50,796.1116931785579,0,31.9729868052868
1995235N24281,JERRY,1995-08-26 18:00:00,32.4,-84.0,20,1006,,1995,50,825.5317511526459,0,64.51549976081037
1995235N24281,JERRY,1995-08-26 21:00:00,32.7,-84.0, , ,,1995,50,855.2393935144779,0,99.15022151449777
1995235N24281,JERRY,1995-08-27 00:00:00,33.0,-84.0,20,1006,,1995,50,885.2056658608965,0,135.08340052125422
1995235N24281,JERRY,1995-08-27 03:00:00,33.3,-84.0, , ,,1995,50,915.4051686244703,0,172.34139091870983
1995235N24281,JERRY,1995-08-27 06:00:00,33.5,-83.9,20,1006,,1995,50,931.9086656444831,0,201.20660872396098
1995235N24281,JERRY,1995-08-27 09:00:00,33.7,-83.8, , ,,1995,50,948.759639630368,0,230.1298247435975
1995235N24281,JERRY,1995-08-27 12:00:00,33.8,-83.6,20,1006,,1995,50,952.2299438871308,0,250.6734604311439
