SID,NAME,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,BASIN,SEASON,NUMBER,dist_to_pr_km,impact_next30,distance_km_poly,sst_current,sst_anom,sst_climo,merra_slp,merra_t2m,merra_rh2m,merra_u10,merra_v10,year,month,nino34,amo
2017260N12310,MARIA,2017-09-27 15:00:00,35.7,-72.7, , ,,2017,78,2034.4838097973277,0,2199.2193629147505,26.03483772277832,-0.8653659820556641,26.995525360107422,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-27 18:00:00,36.0,-72.6,65,979,,2017,78,2063.2593291272483,0,2235.8529415928333,26.408063888549805,-0.4683189392089844,26.995525360107422,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-27 21:00:00,36.3,-72.5, , ,,2017,78,2092.2333215402537,0,2272.844055047705,27.380643844604492,0.5519027709960938,26.733272552490234,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-28 00:00:00,36.6,-72.2,65,979,,2017,78,2116.2293232559887,0,2304.7538122804986,27.033870697021484,0.2934684753417969,26.95609474182129,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-28 03:00:00,36.7,-71.8, , ,,2017,78,2117.1229496422375,0,2308.02257339922,26.884193420410156,0.09943389892578125,26.95609474182129,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-28 06:00:00,36.7,-71.3,60,982,,2017,78,2105.8724943582283,0,2296.3750284143075,26.2761287689209,-0.5419063568115234,26.93253517150879,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-28 09:00:00,36.8,-70.7, , ,,2017,78,2104.67227230884,0,2297.715420873086,26.294837951660156,-0.4044303894042969,26.93253517150879,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-28 12:00:00,36.8,-70.0,60,982,,2017,78,2092.671365456624,0,2285.7531657440086,25.904191970825195,-0.8422298431396484,26.793548583984375,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-28 15:00:00,36.8,-69.3, , ,,2017,78,2082.853169061269,0,2276.228766386126,25.353225708007812,-1.3822593688964844,26.679786682128906,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-28 18:00:00,36.8,-68.6,55,985,,2017,78,2075.2489885560963,0,2269.3294752974884,25.53419303894043,-1.1938190460205078,26.679786682128906,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-28 21:00:00,36.8,-67.8, , ,,2017,78,2069.3008408035316,0,2264.604871495439,25.519031524658203,-1.2212409973144531,26.703760147094727,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-29 00:00:00,36.9,-66.8,55,985,,2017,78,2077.1336670637147,0,2277.375627877224,25.080644607543945,-1.6677494049072266,26.73419189453125,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-29 03:00:00,37.0,-65.8, , ,,2017,78,2089.578699108569,0,2294.5888482285013,25.129676818847656,-1.5774497985839844,26.726863861083984,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-29 06:00:00,37.0,-64.6,50,987,,2017,78,2097.1880672062466,0,2301.9960054218104,25.9151611328125,-0.7724723815917969,26.73347282409668,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-29 09:00:00,37.0,-63.4, , ,,2017,78,2111.2922897188437,0,2314.921845453466,25.61451530456543,-0.9938030242919922,26.594879150390625,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-29 12:00:00,37.0,-62.0,50,988,,2017,78,2135.7791997726717,0,2338.361927980523,25.36677360534668,-1.1318855285644531,26.508453369140625,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-29 15:00:00,37.1,-60.6, , ,,2017,78,2179.2507887347474,0,2380.9644537454465,24.77387046813965,-1.5202274322509766,26.277507781982422,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-29 18:00:00,37.4,-59.0,50,988,,2017,78,2257.341431897745,0,2465.1567085193124,23.957096099853516,-2.1765670776367188,26.099437713623047,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-29 21:00:00,37.7,-57.3, , ,,2017,78,2347.071877400866,0,2563.421539383491,24.520645141601562,-1.4976158142089844,26.011159896850586,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-30 00:00:00,38.1,-55.6,50,988,,2017,78,2454.4532866052855,0,2685.102850771942,25.015483856201172,-0.8940563201904297,25.9378662109375,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-30 03:00:00,38.6,-53.9, , ,,2017,78,2577.4607854005376,0,2828.288744174515,24.77677345275879,-0.8863620758056641,25.727699279785156,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-30 06:00:00,39.1,-52.2,50,988,,2017,78,2705.071488336503,0,2978.673743439451,23.850000381469727,-1.464864730834961,25.1157283782959,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-30 09:00:00,39.5,-50.5, , ,,2017,78,2827.668207427399,0,3122.842192820591,23.287418365478516,-1.8136825561523438,25.06316566467285,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-30 12:00:00,40.0,-48.8,50,988,,2017,78,2962.4416329806027,0,3284.963268326241,23.969999313354492,-0.4458274841308594,24.83651351928711,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-30 15:00:00,40.6,-47.2, , ,,2017,78,3102.1720281703297,0,3457.3785117614943,16.807418823242188,-6.553802490234375,23.482398986816406,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-30 18:00:00,41.2,-45.6,45,991,,2017,78,3242.977864232888,0,3632.975791633979,22.41419219970703,-1.1816978454589844,23.424684524536133,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-09-30 21:00:00,41.7,-44.1, , ,,2017,78,3370.829632284229,0,3792.884669171439,21.722902297973633,-1.5317859649658203,23.25303840637207,,,,,,2017,9,26.29,0.328
2017260N12310,MARIA,2017-10-01 00:00:00,42.2,-42.6,45,994,,2017,78,3499.373902429324,0,3955.213157311997,21.442256927490234,0.3702354431152344,21.090951919555664,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-01 03:00:00,42.8,-41.1, , ,,2017,78,3635.6489740914703,0,4131.324444010824,20.901935577392578,0.7752342224121094,20.391590118408203,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-01 06:00:00,43.4,-39.4,45,996,,2017,78,3784.272343994788,0,4323.8499819987655,19.77903175354004,0.3862762451171875,19.21255874633789,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-01 09:00:00,44.1,-37.5, , ,,2017,78,3952.2907999165286,0,4545.005273475689,17.75516128540039,-0.6900978088378906,18.13796615600586,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-01 12:00:00,44.9,-35.5,45,999,,2017,78,4132.679442973918,0,4787.730217825521,17.53354835510254,-0.26946449279785156,18.137723922729492,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-01 15:00:00,45.7,-33.3, , ,,2017,78,4324.737131573952,0,5048.4522535252745,17.40709686279297,0.20740127563476562,17.297578811645508,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-01 18:00:00,46.5,-31.0,45,1003,,2017,78,4521.932203603827,0,5319.869770958596,15.660967826843262,-1.0751428604125977,16.65754508972168,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-01 21:00:00,47.1,-28.7, , ,,2017,78,4706.369283827376,0,5571.416271517697,16.411611557006836,0.2957172393798828,15.85576057434082,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-02 00:00:00,47.5,-26.5,40,1005,,2017,78,4873.056661492869,0,5795.141351913115,15.94935417175293,-0.12728118896484375,15.98193359375,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-02 03:00:00,47.8,-24.3, , ,,2017,78,5035.0861928314125,0,6010.611503648847,15.80322551727295,0.028296470642089844,16.00408172607422,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-02 06:00:00,48.0,-22.0,40,1012,,2017,78,5200.028077002044,0,6226.648367003872,16.41128921508789,0.528498649597168,16.104473114013672,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-02 09:00:00,48.1,-19.5, , ,,2017,78,5375.884126493486,0,6452.862798755431,15.960322380065918,0.11569690704345703,15.647124290466309,,,,,,2017,10,26.15,0.411
2017260N12310,MARIA,2017-10-02 12:00:00,48.0,-17.0,30,1016,,2017,78,5546.477294978883,0,6662.902520098314,16.5587100982666,0.5870742797851562,16.164339065551758,,,,,,2017,10,26.15,0.411
2020233N14313,LAURA,2020-08-20 00:00:00,14.4,-47.3,30,1008,,2020,60,2100.788769630074,0,1964.0666074058668,28.299999237060547,0.8919658660888672,27.35955810546875,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-20 03:00:00,14.9,-48.5, , ,,2020,60,1962.14815700112,0,1821.675624631626,28.301666259765625,0.8326282501220703,27.532861709594727,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-20 06:00:00,15.4,-49.6,30,1008,,2020,60,1834.6996049014929,0,1690.747819460085,28.34833335876465,0.8139381408691406,27.56073570251465,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-20 09:00:00,15.8,-50.6, , ,,2020,60,1720.7791130162266,0,1573.329380423464,28.398332595825195,0.7961139678955078,27.650928497314453,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-20 12:00:00,16.1,-51.6,30,1008,,2020,60,1609.4754921710237,0,1458.041724255564,28.705665588378906,1.0037155151367188,27.72699737548828,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-20 15:00:00,16.4,-52.5, , ,,2020,60,1509.0116291478585,0,1353.944939959293,28.893999099731445,1.0791358947753906,27.855640411376953,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-20 18:00:00,16.6,-53.4,30,1008,,2020,60,1410.6993396444732,0,1251.5853099761634,28.955665588378906,1.0553817749023438,27.855640411376953,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-20 21:00:00,16.7,-54.4, , ,,2020,60,1303.7667521517417,0,1139.6931282629726,29.152332305908203,1.1229000091552734,27.996055603027344,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-21 00:00:00,16.8,-55.5,30,1008,,2020,60,1186.3812928272257,0,1016.7727794229748,29.336332321166992,1.196319580078125,28.188751220703125,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-21 03:00:00,16.9,-56.5, , ,,2020,60,1079.5632395492848,0,904.9006497304916,29.386333465576172,1.1675071716308594,28.273292541503906,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-21 06:00:00,16.9,-57.5,30,1008,,2020,60,974.6789796247098,0,794.7394300849371,29.306665420532227,1.0199775695800781,28.334890365600586,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-21 09:00:00,16.9,-58.5, , ,,2020,60,870.0527457176624,0,684.8677262767408,29.577665328979492,1.2438278198242188,28.35809326171875,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-21 12:00:00,17.0,-59.4,40,1008,,2020,60,773.9673069490478,0,584.2081440507797,29.5766658782959,1.2115821838378906,28.35809326171875,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-21 15:00:00,17.1,-60.3, , ,,2020,60,677.9726203090798,0,483.6313409200338,29.529333114624023,1.1263160705566406,28.369544982910156,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-21 18:00:00,17.1,-61.1,40,1007,,2020,60,594.869419461743,0,396.71056444560554,29.52033233642578,1.0741233825683594,28.396869659423828,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-21 20:30:00,17.1,-61.8,40,1007,,2020,60,522.5864927481543,0,321.38003836085244,29.518665313720703,1.003683090209961,28.473453521728516,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-21 21:00:00,17.1,-61.9, , ,,2020,60,512.304012071772,0,310.7149037553135,29.518665313720703,1.003683090209961,28.473453521728516,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-21 23:30:00,17.1,-62.6,40,1007,,2020,60,440.73962947186055,0,237.0782457561294,29.5679988861084,0.9815082550048828,28.597084045410156,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-22 00:00:00,17.1,-62.8,40,1007,,2020,60,420.4577709666744,0,216.47868939752937,29.625999450683594,1.0154914855957031,28.597084045410156,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-22 03:00:00,17.2,-63.7, , ,,2020,60,326.49171967938213,0,122.24180687125988,29.709333419799805,1.0563907623291016,28.66161346435547,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-22 06:00:00,17.4,-64.4,40,1007,,2020,60,249.16999546709675,0,46.8413252885367,29.68400001525879,1.0151081085205078,28.66161346435547,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-22 09:00:00,17.6,-65.2, , ,,2020,60,162.47351119845578,0,1.8345962038729249,29.72166633605957,1.0554180145263672,28.674211502075195,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-22 12:00:00,17.7,-65.9,45,1006,,2020,60,93.17729177500352,1,0.0,29.82499885559082,1.1467876434326172,28.69144630432129,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-22 15:00:00,17.8,-66.7, , ,,2020,60,48.21245182257244,1,0.0,29.94533348083496,1.2465381622314453,28.727550506591797,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-22 18:00:00,17.9,-67.4,45,1004,,2020,60,92.75310812688976,1,0.0,29.832332611083984,1.1226787567138672,28.727550506591797,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-22 21:00:00,18.0,-68.1, , ,,2020,60,161.4527956012466,1,0.0,29.67566680908203,0.9906158447265625,28.697114944458008,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-23 00:00:00,18.2,-68.8,45,1004,,2020,60,233.43242542289192,0,44.60984683064573,29.738998413085938,1.0600738525390625,28.68655014038086,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-23 03:00:00,18.3,-69.6, , ,,2020,60,317.94996589268015,0,134.2215314467949,29.661333084106445,0.9759082794189453,28.69422149658203,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-23 04:30:00,18.4,-70.0,45,1004,,2020,60,360.5116054371357,0,179.7370300081075,,,28.69422149658203,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-23 06:00:00,18.5,-70.3,45,1004,,2020,60,392.7438543479216,0,214.4742712800018,,,28.69422149658203,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-23 09:00:00,18.6,-71.2, , ,,2020,60,488.1721939360217,0,315.2801015266678,,,28.892066955566406,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-23 12:00:00,18.8,-72.3,45,1004,,2020,60,605.4719262572931,0,439.8851187299446,,,29.331905364990234,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-23 15:00:00,19.1,-73.3, , ,,2020,60,713.5632768545275,0,555.5452192959696,30.408666610717773,0.7505168914794922,29.802295684814453,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-23 18:00:00,19.4,-74.3,55,1002,,2020,60,821.9566590330692,0,671.5655182437545,30.08300018310547,0.5576820373535156,29.582813262939453,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-23 21:00:00,19.6,-75.2, , ,,2020,60,918.4788801037956,0,774.4612036493983,30.165332794189453,,29.469470977783203,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-24 00:00:00,19.8,-76.0,55,1000,,2020,60,1004.5712382635786,0,866.4856902819032,30.268665313720703,,29.64947509765625,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-24 02:00:00,20.0,-76.6,55,1000,,2020,60,1069.957533742506,0,936.8068886880916,30.234333038330078,,29.66514778137207,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-24 03:00:00,20.1,-76.9, , ,,2020,60,1102.6575868151838,0,971.9996008514532,,,30.493581771850586,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-24 06:00:00,20.2,-77.8,50,1000,,2020,60,1197.1936796492828,0,1072.35294267065,30.55466651916504,0.49848175048828125,30.233503341674805,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-24 09:00:00,20.5,-78.7, , ,,2020,60,1295.0779974346528,0,1177.9185565263772,30.314666748046875,0.2950859069824219,29.959632873535156,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-24 12:00:00,20.8,-79.7,50,1002,,2020,60,1403.1770022836895,0,1294.45134186214,30.3093318939209,0.3663444519042969,29.82927894592285,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-24 15:00:00,21.1,-80.6, , ,,2020,60,1500.9260351184407,0,1400.2538882210777,30.378000259399414,0.49324607849121094,29.93000030517578,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-24 18:00:00,21.5,-81.5,50,1001,,2020,60,1600.5776240837329,0,1509.1576035290425,30.282333374023438,0.2688922882080078,30.1167049407959,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-24 21:00:00,21.9,-82.4, , ,,2020,60,1700.2607112779883,0,1618.3817614056966,30.405332565307617,0.2285785675048828,30.1167049407959,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-25 00:00:00,22.3,-83.3,55,998,,2020,60,1799.9192523175548,0,1727.8444861633395,,,30.396940231323242,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-25 03:00:00,22.6,-84.1, , ,,2020,60,1887.1796139527144,0,1823.432074377799,29.922666549682617,0.03483390808105469,29.916563034057617,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-25 06:00:00,22.8,-84.8,60,995,,2020,60,1962.0069345836664,0,1904.9970924816776,29.932666778564453,0.09649848937988281,29.847047805786133,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-25 09:00:00,23.1,-85.5, , ,,2020,60,2038.9900129336747,0,1990.014404833863,30.05533218383789,0.3200206756591797,29.758466720581055,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-25 12:00:00,23.4,-86.2,65,990,,2020,60,2115.882218237311,0,2075.1322975234007,30.018333435058594,0.30150794982910156,29.758466720581055,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-25 15:00:00,23.7,-86.9, , ,,2020,60,2192.67219681611,0,2160.343381757283,29.948331832885742,0.2758216857910156,29.640323638916016,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-25 18:00:00,24.1,-87.5,70,990,,2020,60,2261.86574670559,0,2238.7803277523226,30.018665313720703,0.24329376220703125,29.795480728149414,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-25 21:00:00,24.5,-88.2, , ,,2020,60,2340.9761535649795,0,2328.108566877902,29.91666603088379,0.10111427307128906,29.795480728149414,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-26 00:00:00,24.9,-88.9,75,983,,2020,60,2420.031328853013,0,2417.6860872109314,29.722665786743164,-0.1916217803955078,29.950183868408203,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-26 03:00:00,25.2,-89.6, , ,,2020,60,2496.385562822024,0,2503.3993071916793,29.716665267944336,-0.2352275848388672,29.962055206298828,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-26 06:00:00,25.6,-90.2,90,978,,2020,60,2565.4786095030586,0,2582.849722649472,29.685998916625977,-0.2757225036621094,29.962055206298828,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-26 09:00:00,26.0,-90.8, , ,,2020,60,2634.5506375044292,0,2662.574911780034,29.743331909179688,-0.23637771606445312,30.001346588134766,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-26 12:00:00,26.4,-91.4,100,963,,2020,60,2703.5826876402384,0,2742.5611061841455,29.518333435058594,-0.45699119567871094,29.9563045501709,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-26 15:00:00,26.8,-92.0, , ,,2020,60,2772.557316140432,0,2822.7963207965067,29.345998764038086,-0.6292934417724609,29.99197006225586,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-26 18:00:00,27.3,-92.5,120,952,,2020,60,2834.836829956235,0,2897.6121670012803,29.20433235168457,-0.7288112640380859,29.907670974731445,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-26 21:00:00,27.9,-92.8, , ,,2020,60,2881.464623264635,0,2957.32513386269,29.152332305908203,-0.7598304748535156,29.907670974731445,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-27 00:00:00,28.5,-93.0,130,937,,2020,60,2919.4691289120956,0,3008.1248591910944,29.088665008544922,-0.8100547790527344,29.90683364868164,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-27 03:00:00,29.1,-93.2, , ,,2020,60,2958.3387907577385,0,3060.305280884455,28.94499969482422,-1.061239242553711,30.06842041015625,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-27 06:00:00,29.8,-93.3,130,939,,2020,60,2992.5860316777907,0,3109.624611736083,,,30.06842041015625,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-27 09:00:00,30.5,-93.4, , ,,2020,60,3028.2330619604218,0,3161.043900092134,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-27 12:00:00,31.2,-93.3,85,970,,2020,60,3047.5701642115855,0,3195.0296468061892,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-27 15:00:00,32.0,-93.1, , ,,2020,60,3064.548558099384,0,3228.86312964651,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-27 18:00:00,32.8,-92.9,55,988,,2020,60,3084.227694729088,0,3266.3481067999455,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-27 21:00:00,33.6,-92.7, , ,,2020,60,3106.5602932277643,0,3307.4244015082145,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-28 00:00:00,34.4,-92.5,35,993,,2020,60,3131.4934793089337,0,3352.0000024449373,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-28 03:00:00,35.0,-92.3, , ,,2020,60,3147.906903156944,0,3383.3973769062313,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-28 06:00:00,35.4,-92.0,25,998,,2020,60,3146.713510366156,0,3391.083578814249,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-28 09:00:00,35.8,-91.7, , ,,2020,60,3146.586238750638,0,3400.1282754737795,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-28 12:00:00,36.1,-91.2,25,1000,,2020,60,3126.4067716772847,0,3384.646611756249,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-28 15:00:00,36.6,-90.7, , ,,2020,60,3119.9697108295663,0,3389.2422927675652,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-28 18:00:00,37.0,-90.0,25,1003,,2020,60,3094.7338059001727,0,3370.768638458653,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-28 21:00:00,37.3,-89.1, , ,,2020,60,3051.0765539784484,0,3329.5750459061815,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-29 00:00:00,37.5,-88.0,25,1004,,2020,60,2989.43475692332,0,3266.1116251265253,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-29 03:00:00,37.9,-86.5, , ,,2020,60,2920.0062779380014,0,3199.3292202742477,,,,,,,,,2020,8,26.26,0.425
2020233N14313,LAURA,2020-08-29 06:00:00,38.3,-84.8,20,1004,,2020,60,2845.793510062353,0,3128.0080768720213,,,,,,,,,2020,8,26.26,0.425
