SID,NAME,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,BASIN,SEASON,NUMBER,dist_to_pr_km,impact_next30,distance_km_poly
2017260N12310,MARIA,2017-09-25 03:00:00,30.0,-72.9, , ,,2017,78,1457.1521878508747,0,1492.9476626343646
2017260N12310,MARIA,2017-09-25 06:00:00,30.3,-72.9,75,954,,2017,78,1486.8420924716654,0,1528.576966654445
2017260N12310,MARIA,2017-09-25 09:00:00,30.6,-72.9, , ,,2017,78,1516.6817826869626,0,1564.4580894876658
2017260N12310,MARIA,2017-09-25 12:00:00,30.8,-73.0,70,961,,2017,78,1540.8554767634907,0,1592.6342569664268
2017260N12310,MARIA,2017-09-25 15:00:00,31.1,-73.1, , ,,2017,78,1574.997595970574,0,1632.921893341131
2017260N12310,MARIA,2017-09-25 18:00:00,31.4,-73.1,70,966,,2017,78,1605.0178179411648,0,1669.266135993375
2017260N12310,MARIA,2017-09-25 21:00:00,31.7,-73.1, , ,,2017,78,1635.1647364679775,0,1705.8475154603043
2017260N12310,MARIA,2017-09-26 00:00:00,32.0,-73.1,70,966,,2017,78,1665.4314687824053,0,1742.6547909475519
2017260N12310,MARIA,2017-09-26 03:00:00,32.3,-73.1, , ,,2017,78,1695.8115970324932,0,1779.657363135445
2017260N12310,MARIA,2017-09-26 06:00:00,32.6,-73.1,65,970,,2017,78,1726.2991318701038,0,1816.885844599433
2017260N12310,MARIA,2017-09-26 09:00:00,33.0,-73.1, , ,,2017,78,1767.106639472303,0,1866.821114725725
2017260N12310,MARIA,2017-09-26 12:00:00,33.3,-73.1,65,970,,2017,78,1797.8236612299504,0,1904.3083402883829
2017260N12310,MARIA,2017-09-26 15:00:00,33.6,-73.1, , ,,2017,78,1828.630813426569,0,1941.988374385726
2017260N12310,MARIA,2017-09-26 18:00:00,33.9,-73.1,65,975,,2017,78,1859.5236137854074,0,1979.8878537863588
2017260N12310,MARIA,2017-09-26 21:00:00,34.2,-73.1, , ,,2017,78,1890.4978608982058,0,2018.0090185822728
2017260N12310,MARIA,2017-09-27 00:00:00,34.4,-73.0,65,975,,2017,78,1907.8698467443762,0,2040.036002606573
2017260N12310,MARIA,2017-09-27 03:00:00,34.7,-72.9, , ,,2017,78,1935.8222643430704,0,2075.1970200847863
2017260N12310,MARIA,2017-09-27 06:00:00,34.9,-72.9,65,976,,2017,78,1956.678493910825,0,2101.059085747245
2017260N12310,MARIA,2017-09-27 09:00:00,35.1,-72.9, , ,,2017,78,1977.5639132138265,0,2127.0154785779187
2017260N12310,MARIA,2017-09-27 12:00:00,35.4,-72.8,65,977,,2017,78,2005.9155842022026,0,2162.929751700165
2017260N12310,MARIA,2017-09-27 15:00:00,35.7,-72.7, , ,,2017,78,2034.4838097973275,0,2199.2193629147505
2017260N12310,MARIA,2017-09-27 18:00:00,36.0,-72.6,65,979,,2017,78,2063.2593291272483,0,2235.8529415928333
2017260N12310,MARIA,2017-09-27 21:00:00,36.3,-72.5, , ,,2017,78,2092.2333215402537,0,2272.844055047705
2017260N12310,MARIA,2017-09-28 00:00:00,36.6,-72.2,65,979,,2017,78,2116.2293232559887,0,2304.7538122804986
2017260N12310,MARIA,2017-09-28 03:00:00,36.7,-71.8, , ,,2017,78,2117.1229496422375,0,2308.02257339922
2017260N12310,MARIA,2017-09-28 06:00:00,36.7,-71.3,60,982,,2017,78,2105.8724943582283,0,2296.3750284143075
2017260N12310,MARIA,2017-09-28 09:00:00,36.8,-70.7, , ,,2017,78,2104.67227230884,0,2297.715420873086
2017260N12310,MARIA,2017-09-28 12:00:00,36.8,-70.0,60,982,,2017,78,2092.671365456624,0,2285.7531657440086
2017260N12310,MARIA,2017-09-28 15:00:00,36.8,-69.3, , ,,2017,78,2082.853169061269,0,2276.228766386126
2017260N12310,MARIA,2017-09-28 18:00:00,36.8,-68.6,55,985,,2017,78,2075.2489885560963,0,2269.3294752974884
2017260N12310,MARIA,2017-09-28 21:00:00,36.8,-67.8, , ,,2017,78,2069.3008408035316,0,2264.604871495439
2017260N12310,MARIA,2017-09-29 00:00:00,36.9,-66.8,55,985,,2017,78,2077.1336670637147,0,2277.375627877224
2017260N12310,MARIA,2017-09-29 03:00:00,37.0,-65.8, , ,,2017,78,2089.578699108569,0,2294.5888482285013
2017260N12310,MARIA,2017-09-29 06:00:00,37.0,-64.6,50,987,,2017,78,2097.1880672062466,0,2301.9960054218104
2017260N12310,MARIA,2017-09-29 09:00:00,37.0,-63.4, , ,,2017,78,2111.2922897188437,0,2314.921845453466
2017260N12310,MARIA,2017-09-29 12:00:00,37.0,-62.0,50,988,,2017,78,2135.7791997726717,0,2338.3619279805234
2017260N12310,MARIA,2017-09-29 15:00:00,37.1,-60.6, , ,,2017,78,2179.2507887347474,0,2380.9644537454465
2017260N12310,MARIA,2017-09-29 18:00:00,37.4,-59.0,50,988,,2017,78,2257.341431897745,0,2465.1567085193124
2017260N12310,MARIA,2017-09-29 21:00:00,37.7,-57.3, , ,,2017,78,2347.071877400866,0,2563.421539383491
2017260N12310,MARIA,2017-09-30 00:00:00,38.1,-55.6,50,988,,2017,78,2454.4532866052855,0,2685.102850771942
2017260N12310,MARIA,2017-09-30 03:00:00,38.6,-53.9, , ,,2017,78,2577.4607854005376,0,2828.288744174515
2017260N12310,MARIA,2017-09-30 06:00:00,39.1,-52.2,50,988,,2017,78,2705.071488336503,0,2978.673743439451
2017260N12310,MARIA,2017-09-30 09:00:00,39.5,-50.5, , ,,2017,78,2827.668207427399,0,3122.842192820591
2017260N12310,MARIA,2017-09-30 12:00:00,40.0,-48.8,50,988,,2017,78,2962.4416329806027,0,3284.963268326241
2017260N12310,MARIA,2017-09-30 15:00:00,40.6,-47.2, , ,,2017,78,3102.1720281703297,0,3457.3785117614943
2017260N12310,MARIA,2017-09-30 18:00:00,41.2,-45.6,45,991,,2017,78,3242.977864232888,0,3632.9757916339795
2017260N12310,MARIA,2017-09-30 21:00:00,41.7,-44.1, , ,,2017,78,3370.829632284229,0,3792.884669171439
2017260N12310,MARIA,2017-10-01 00:00:00,42.2,-42.6,45,994,,2017,78,3499.373902429324,0,3955.2131573119964
2017260N12310,MARIA,2017-10-01 03:00:00,42.8,-41.1, , ,,2017,78,3635.6489740914703,0,4131.324444010824
2017260N12310,MARIA,2017-10-01 06:00:00,43.4,-39.4,45,996,,2017,78,3784.272343994788,0,4323.8499819987655
2017260N12310,MARIA,2017-10-01 09:00:00,44.1,-37.5, , ,,2017,78,3952.2907999165286,0,4545.005273475689
2017260N12310,MARIA,2017-10-01 12:00:00,44.9,-35.5,45,999,,2017,78,4132.679442973918,0,4787.730217825521
2017260N12310,MARIA,2017-10-01 15:00:00,45.7,-33.3, , ,,2017,78,4324.737131573952,0,5048.4522535252745
2017260N12310,MARIA,2017-10-01 18:00:00,46.5,-31.0,45,1003,,2017,78,4521.932203603827,0,5319.869770958596
2017260N12310,MARIA,2017-10-01 21:00:00,47.1,-28.7, , ,,2017,78,4706.369283827376,0,5571.416271517697
2017260N12310,MARIA,2017-10-02 00:00:00,47.5,-26.5,40,1005,,2017,78,4873.056661492869,0,5795.141351913115
2017260N12310,MARIA,2017-10-02 03:00:00,47.8,-24.3, , ,,2017,78,5035.0861928314125,0,6010.611503648847
2017260N12310,MARIA,2017-10-02 06:00:00,48.0,-22.0,40,1012,,2017,78,5200.028077002044,0,6226.648367003872
2017260N12310,MARIA,2017-10-02 09:00:00,48.1,-19.5, , ,,2017,78,5375.884126493486,0,6452.862798755431
2017260N12310,MARIA,2017-10-02 12:00:00,48.0,-17.0,30,1016,,2017,78,5546.477294978883,0,6662.902520098314
2020233N14313,LAURA,2020-08-20 00:00:00,14.4,-47.3,30,1008,,2020,60,2100.788769630074,0,1964.0666074058668
2020233N14313,LAURA,2020-08-20 03:00:00,14.9,-48.5, , ,,2020,60,1962.14815700112,0,1821.675624631626
2020233N14313,LAURA,2020-08-20 06:00:00,15.4,-49.6,30,1008,,2020,60,1834.6996049014926,0,1690.7478194600853
2020233N14313,LAURA,2020-08-20 09:00:00,15.8,-50.6, , ,,2020,60,1720.7791130162266,0,1573.329380423464
2020233N14313,LAURA,2020-08-20 12:00:00,16.1,-51.6,30,1008,,2020,60,1609.4754921710237,0,1458.041724255564
2020233N14313,LAURA,2020-08-20 15:00:00,16.4,-52.5, , ,,2020,60,1509.0116291478585,0,1353.944939959293
2020233N14313,LAURA,2020-08-20 18:00:00,16.6,-53.4,30,1008,,2020,60,1410.6993396444732,0,1251.5853099761634
2020233N14313,LAURA,2020-08-20 21:00:00,16.7,-54.4, , ,,2020,60,1303.7667521517415,0,1139.6931282629726
2020233N14313,LAURA,2020-08-21 00:00:00,16.8,-55.5,30,1008,,2020,60,1186.3812928272255,0,1016.7727794229747
2020233N14313,LAURA,2020-08-21 03:00:00,16.9,-56.5, , ,,2020,60,1079.5632395492848,0,904.9006497304915
2020233N14313,LAURA,2020-08-21 06:00:00,16.9,-57.5,30,1008,,2020,60,974.6789796247098,0,794.7394300849371
2020233N14313,LAURA,2020-08-21 09:00:00,16.9,-58.5, , ,,2020,60,870.0527457176624,0,684.8677262767408
2020233N14313,LAURA,2020-08-21 12:00:00,17.0,-59.4,40,1008,,2020,60,773.9673069490478,0,584.2081440507797
2020233N14313,LAURA,2020-08-21 15:00:00,17.1,-60.3, , ,,2020,60,677.9726203090798,0,483.6313409200338
2020233N14313,LAURA,2020-08-21 18:00:00,17.1,-61.1,40,1007,,2020,60,594.869419461743,0,396.71056444560554
2020233N14313,LAURA,2020-08-21 20:30:00,17.1,-61.8,40,1007,,2020,60,522.5864927481543,0,321.38003836085244
2020233N14313,LAURA,2020-08-21 21:00:00,17.1,-61.9, , ,,2020,60,512.304012071772,0,310.7149037553135
2020233N14313,LAURA,2020-08-21 23:30:00,17.1,-62.6,40,1007,,2020,60,440.73962947186055,0,237.0782457561294
2020233N14313,LAURA,2020-08-22 00:00:00,17.1,-62.8,40,1007,,2020,60,420.4577709666744,0,216.47868939752934
2020233N14313,LAURA,2020-08-22 03:00:00,17.2,-63.7, , ,,2020,60,326.49171967938213,0,122.24180687125987
2020233N14313,LAURA,2020-08-22 06:00:00,17.4,-64.4,40,1007,,2020,60,249.16999546709675,0,46.8413252885367
2020233N14313,LAURA,2020-08-22 09:00:00,17.6,-65.2, , ,,2020,60,162.47351119845578,0,1.8345962038729249
2020233N14313,LAURA,2020-08-22 12:00:00,17.7,-65.9,45,1006,,2020,60,93.17729177500351,1,0.0
2020233N14313,LAURA,2020-08-22 15:00:00,17.8,-66.7, , ,,2020,60,48.21245182257244,1,0.0
2020233N14313,LAURA,2020-08-22 18:00:00,17.9,-67.4,45,1004,,2020,60,92.75310812688976,1,0.0
2020233N14313,LAURA,2020-08-22 21:00:00,18.0,-68.1, , ,,2020,60,161.4527956012466,1,0.0
2020233N14313,LAURA,2020-08-23 00:00:00,18.2,-68.8,45,1004,,2020,60,233.43242542289192,0,44.60984683064573
2020233N14313,LAURA,2020-08-23 03:00:00,18.3,-69.6, , ,,2020,60,317.94996589268015,0,134.2215314467949
2020233N14313,LAURA,2020-08-23 04:30:00,18.4,-70.0,45,1004,,2020,60,360.5116054371357,0,179.7370300081075
2020233N14313,LAURA,2020-08-23 06:00:00,18.5,-70.3,45,1004,,2020,60,392.74385434792157,0,214.4742712800018
2020233N14313,LAURA,2020-08-23 09:00:00,18.6,-71.2, , ,,2020,60,488.1721939360217,0,315.2801015266678
2020233N14313,LAURA,2020-08-23 12:00:00,18.8,-72.3,45,1004,,2020,60,605.4719262572931,0,439.8851187299446
2020233N14313,LAURA,2020-08-23 15:00:00,19.1,-73.3, , ,,2020,60,713.5632768545275,0,555.5452192959696
2020233N14313,LAURA,2020-08-23 18:00:00,19.4,-74.3,55,1002,,2020,60,821.9566590330692,0,671.5655182437545
2020233N14313,LAURA,2020-08-23 21:00:00,19.6,-75.2, , ,,2020,60,918.4788801037956,0,774.4612036493983
2020233N14313,LAURA,2020-08-24 00:00:00,19.8,-76.0,55,1000,,2020,60,1004.5712382635786,0,866.4856902819032
2020233N14313,LAURA,2020-08-24 02:00:00,20.0,-76.6,55,1000,,2020,60,1069.957533742506,0,936.8068886880916
2020233N14313,LAURA,2020-08-24 03:00:00,20.1,-76.9, , ,,2020,60,1102.6575868151838,0,971.9996008514531
2020233N14313,LAURA,2020-08-24 06:00:00,20.2,-77.8,50,1000,,2020,60,1197.1936796492828,0,1072.35294267065
2020233N14313,LAURA,2020-08-24 09:00:00,20.5,-78.7, , ,,2020,60,1295.0779974346528,0,1177.9185565263772
2020233N14313,LAURA,2020-08-24 12:00:00,20.8,-79.7,50,1002,,2020,60,1403.1770022836897,0,1294.45134186214
2020233N14313,LAURA,2020-08-24 15:00:00,21.1,-80.6, , ,,2020,60,1500.9260351184407,0,1400.2538882210777
2020233N14313,LAURA,2020-08-24 18:00:00,21.5,-81.5,50,1001,,2020,60,1600.5776240837329,0,1509.1576035290423
2020233N14313,LAURA,2020-08-24 21:00:00,21.9,-82.4, , ,,2020,60,1700.2607112779885,0,1618.3817614056966
2020233N14313,LAURA,2020-08-25 00:00:00,22.3,-83.3,55,998,,2020,60,1799.9192523175548,0,1727.8444861633395
2020233N14313,LAURA,2020-08-25 03:00:00,22.6,-84.1, , ,,2020,60,1887.1796139527146,0,1823.432074377799
2020233N14313,LAURA,2020-08-25 06:00:00,22.8,-84.8,60,995,,2020,60,1962.0069345836664,0,1904.9970924816778
2020233N14313,LAURA,2020-08-25 09:00:00,23.1,-85.5, , ,,2020,60,2038.9900129336747,0,1990.014404833863
2020233N14313,LAURA,2020-08-25 12:00:00,23.4,-86.2,65,990,,2020,60,2115.882218237311,0,2075.1322975234007
2020233N14313,LAURA,2020-08-25 15:00:00,23.7,-86.9, , ,,2020,60,2192.67219681611,0,2160.343381757283
2020233N14313,LAURA,2020-08-25 18:00:00,24.1,-87.5,70,990,,2020,60,2261.86574670559,0,2238.7803277523226
2020233N14313,LAURA,2020-08-25 21:00:00,24.5,-88.2, , ,,2020,60,2340.9761535649795,0,2328.108566877902
2020233N14313,LAURA,2020-08-26 00:00:00,24.9,-88.9,75,983,,2020,60,2420.031328853013,0,2417.6860872109314
2020233N14313,LAURA,2020-08-26 03:00:00,25.2,-89.6, , ,,2020,60,2496.385562822024,0,2503.3993071916793
2020233N14313,LAURA,2020-08-26 06:00:00,25.6,-90.2,90,978,,2020,60,2565.4786095030586,0,2582.849722649472
2020233N14313,LAURA,2020-08-26 09:00:00,26.0,-90.8, , ,,2020,60,2634.5506375044292,0,2662.574911780034
2020233N14313,LAURA,2020-08-26 12:00:00,26.4,-91.4,100,963,,2020,60,2703.5826876402384,0,2742.5611061841455
2020233N14313,LAURA,2020-08-26 15:00:00,26.8,-92.0, , ,,2020,60,2772.557316140432,0,2822.7963207965067
2020233N14313,LAURA,2020-08-26 18:00:00,27.3,-92.5,120,952,,2020,60,2834.836829956235,0,2897.6121670012803
2020233N14313,LAURA,2020-08-26 21:00:00,27.9,-92.8, , ,,2020,60,2881.464623264635,0,2957.32513386269
2020233N14313,LAURA,2020-08-27 00:00:00,28.5,-93.0,130,937,,2020,60,2919.4691289120956,0,3008.1248591910944
2020233N14313,LAURA,2020-08-27 03:00:00,29.1,-93.2, , ,,2020,60,2958.3387907577385,0,3060.3052808844554
2020233N14313,LAURA,2020-08-27 06:00:00,29.8,-93.3,130,939,,2020,60,2992.5860316777907,0,3109.624611736083
2020233N14313,LAURA,2020-08-27 09:00:00,30.5,-93.4, , ,,2020,60,3028.2330619604218,0,3161.043900092134
2020233N14313,LAURA,2020-08-27 12:00:00,31.2,-93.3,85,970,,2020,60,3047.5701642115855,0,3195.0296468061892
2020233N14313,LAURA,2020-08-27 15:00:00,32.0,-93.1, , ,,2020,60,3064.548558099384,0,3228.86312964651
2020233N14313,LAURA,2020-08-27 18:00:00,32.8,-92.9,55,988,,2020,60,3084.227694729088,0,3266.3481067999455
2020233N14313,LAURA,2020-08-27 21:00:00,33.6,-92.7, , ,,2020,60,3106.5602932277643,0,3307.4244015082145
2020233N14313,LAURA,2020-08-28 00:00:00,34.4,-92.5,35,993,,2020,60,3131.4934793089337,0,3352.0000024449373
2020233N14313,LAURA,2020-08-28 03:00:00,35.0,-92.3, , ,,2020,60,3147.906903156944,0,3383.3973769062313
2020233N14313,LAURA,2020-08-28 06:00:00,35.4,-92.0,25,998,,2020,60,3146.713510366156,0,3391.083578814249
2020233N14313,LAURA,2020-08-28 09:00:00,35.8,-91.7, , ,,2020,60,3146.586238750638,0,3400.1282754737795
2020233N14313,LAURA,2020-08-28 12:00:00,36.1,-91.2,25,1000,,2020,60,3126.4067716772847,0,3384.646611756249
2020233N14313,LAURA,2020-08-28 15:00:00,36.6,-90.7, , ,,2020,60,3119.9697108295663,0,3389.2422927675652
2020233N14313,LAURA,2020-08-28 18:00:00,37.0,-90.0,25,1003,,2020,60,3094.7338059001727,0,3370.768638458653
2020233N14313,LAURA,2020-08-28 21:00:00,37.3,-89.1, , ,,2020,60,3051.0765539784484,0,3329.5750459061815
2020233N14313,LAURA,2020-08-29 00:00:00,37.5,-88.0,25,1004,,2020,60,2989.43475692332,0,3266.1116251265253
2020233N14313,LAURA,2020-08-29 03:00:00,37.9,-86.5, , ,,2020,60,2920.0062779380014,0,3199.3292202742477
2020233N14313,LAURA,2020-08-29 06:00:00,38.3,-84.8,20,1004,,2020,60,2845.793510062353,0,3128.0080768720213
