LAT,LON,dist_to_miami_km,WMO_WIND,WMO_PRES,sst_current,sst_anom,sst_climo,merra_slp,merra_t2m,merra_rh2m,merra_u10,merra_v10,nino34,amo,year,month,day,dayofyear,is_hurricane_season,min_dist_7d,count_within_radius_7d,min_dist_30d,count_within_radius_30d,min_dist_365d,count_within_radius_365d,date,impact_next30,region
11.6,-59.4,2690.3565522191975,100,963,29.251998901367188,0.1120872497558593,29.123693466186523,,,,,,27.53,0.221,2004,9,7,251,1,2690.3565522191975,0.0,2690.3565522191975,0.0,2690.3565522191975,0.0,2004-09-07 12:00:00,0,miami
11.7,-60.3,2607.3584487850353, , ,29.370332717895508,0.1958942413330078,29.198627471923828,,,,,,27.53,0.221,2004,9,7,251,1,2607.3584487850353,0.0,2607.3584487850353,0.0,2607.3584487850353,0.0,2004-09-07 15:00:00,0,miami
11.8,-61.1,2533.5411713397375,105,956,29.312999725341797,0.1620216369628906,29.15053939819336,,,,,,27.53,0.221,2004,9,7,251,1,2533.5411713397375,0.0,2533.5411713397375,0.0,2533.5411713397375,0.0,2004-09-07 18:00:00,0,miami
11.9,-61.7,2476.8392889781153, , ,29.242666244506836,0.1230754852294921,29.019039154052734,,,,,,27.53,0.221,2004,9,7,251,1,2476.8392889781153,0.0,2476.8392889781153,0.0,2476.8392889781153,0.0,2004-09-07 21:00:00,0,miami
11.9,-61.8,2468.6484278252688,110,952,29.206666946411133,0.1027698516845703,29.019039154052734,,,,,,27.53,0.221,2004,9,7,251,1,2468.6484278252688,0.0,2468.6484278252688,0.0,2468.6484278252688,0.0,2004-09-07 21:30:00,0,miami
12.0,-62.6,2396.275894225997,115,950,29.20866584777832,0.1869945526123047,28.832202911376953,,,,,,27.53,0.221,2004,9,8,252,1,2396.275894225997,0.0,2396.275894225997,0.0,2396.275894225997,0.0,2004-09-08 00:00:00,0,miami
12.1,-63.4,2324.7832841676013, , ,28.981332778930664,0.0367298126220703,29.21845054626465,,,,,,27.53,0.221,2004,9,8,252,1,2324.7832841676013,0.0,2324.7832841676013,0.0,2324.7832841676013,0.0,2004-09-08 03:00:00,0,miami
12.3,-64.1,2254.3192517127177,120,946,28.58733367919922,-0.2998104095458984,28.99250602722168,,,,,,27.53,0.221,2004,9,8,252,1,2254.3192517127177,0.0,2254.3192517127177,0.0,2254.3192517127177,0.0,2004-09-08 06:00:00,0,miami
12.4,-64.8,2192.2072120195185, , ,28.570999145507812,-0.2097892761230468,28.802711486816406,,,,,,27.53,0.221,2004,9,8,252,1,2192.2072120195185,0.0,2192.2072120195185,0.0,2192.2072120195185,0.0,2004-09-08 09:00:00,0,miami
12.6,-65.5,2122.940842319715,120,955,28.477333068847656,-0.3255081176757812,28.76253890991211,,,,,,27.53,0.221,2004,9,8,252,1,2122.940842319715,0.0,2122.940842319715,0.0,2122.940842319715,0.0,2004-09-08 12:00:00,0,miami
12.8,-66.3,2046.8591523215448, , ,28.583999633789062,-0.2502059936523437,28.76253890991211,,,,,,27.53,0.221,2004,9,8,252,1,2046.8591523215448,0.0,2046.8591523215448,0.0,2046.8591523215448,0.0,2004-09-08 15:00:00,0,miami
13.0,-67.0,1979.034483992283,120,950,28.58099937438965,-0.2574672698974609,28.777944564819336,,,,,,27.53,0.221,2004,9,8,252,1,1979.034483992283,0.0,1979.034483992283,0.0,1979.034483992283,0.0,2004-09-08 18:00:00,0,miami
13.1,-67.7,1920.3450878895835, , ,28.5136661529541,-0.3799304962158203,28.954648971557617,,,,,,27.53,0.221,2004,9,8,252,1,1920.3450878895835,0.0,1920.3450878895835,0.0,1920.3450878895835,0.0,2004-09-08 21:00:00,0,miami
13.3,-68.3,1861.2085897794705,130,938,28.40366554260254,-0.5394229888916016,28.954648971557617,,,,,,27.53,0.221,2004,9,9,253,1,1861.2085897794705,0.0,1861.2085897794705,0.0,1861.2085897794705,0.0,2004-09-09 00:00:00,0,miami
13.5,-68.9,1802.6730841382785, , ,28.400999069213867,-0.5474319458007812,28.969751358032227,,,,,,27.53,0.221,2004,9,9,253,1,1802.6730841382785,0.0,1802.6730841382785,0.0,1802.6730841382785,0.0,2004-09-09 03:00:00,0,miami
13.7,-69.5,1744.7931607108503,140,925,28.64933204650879,-0.3417377471923828,28.991609573364254,,,,,,27.53,0.221,2004,9,9,253,1,1744.7931607108503,0.0,1744.7931607108503,0.0,1744.7931607108503,0.0,2004-09-09 06:00:00,0,miami
13.9,-70.2,1681.1434980303711, , ,28.74799919128418,-0.2557868957519531,28.991609573364254,,,,,,27.53,0.221,2004,9,9,253,1,1681.1434980303711,0.0,1681.1434980303711,0.0,1681.1434980303711,0.0,2004-09-09 09:00:00,0,miami
14.2,-70.8,1615.923827418269,140,919,28.66066551208496,-0.3248672485351562,29.02195167541504,,,,,,27.53,0.221,2004,9,9,253,1,1615.923827418269,0.0,1615.923827418269,0.0,1615.923827418269,0.0,2004-09-09 12:00:00,0,miami
14.4,-71.4,1560.4671875550116, , ,28.630332946777344,-0.3570137023925781,29.02195167541504,,,,,,27.53,0.221,2004,9,9,253,1,1560.4671875550116,0.0,1560.4671875550116,0.0,1560.4671875550116,0.0,2004-09-09 15:00:00,0,miami
14.7,-71.9,1502.6372030089694,130,921,28.753999710083008,-0.2291030883789062,28.97576141357422,,,,,,27.53,0.221,2004,9,9,253,1,1502.6372030089694,0.0,1502.6372030089694,0.0,1502.6372030089694,0.0,2004-09-09 18:00:00,0,miami
14.9,-72.4,1454.5884322309369, , ,28.756332397460938,-0.2178573608398437,28.97576141357422,,,,,,27.53,0.221,2004,9,9,253,1,1454.5884322309369,0.0,1454.5884322309369,0.0,1454.5884322309369,0.0,2004-09-09 21:00:00,0,miami
15.2,-72.8,1403.4277803952252,130,923,28.832332611083984,-0.1430873870849609,28.992687225341797,,,,,,27.53,0.221,2004,9,10,254,1,1403.4277803952252,0.0,1403.4277803952252,0.0,1403.4277803952252,0.0,2004-09-10 00:00:00,0,miami
15.4,-73.3,1356.507594197342, , ,28.791332244873047,-0.1817855834960937,28.992687225341797,,,,,,27.53,0.221,2004,9,10,254,1,1356.507594197342,0.0,1356.507594197342,0.0,1356.507594197342,0.0,2004-09-10 03:00:00,0,miami
15.7,-73.8,1300.7316183250653,125,930,28.722999572753903,-0.2417621612548828,28.958271026611328,,,,,,27.53,0.221,2004,9,10,254,1,1300.7316183250653,0.0,1300.7316183250653,0.0,1300.7316183250653,0.0,2004-09-10 06:00:00,0,miami
15.9,-74.2,1260.481201760225, , ,28.68400001525879,-0.2810077667236328,28.958271026611328,,,,,,27.53,0.221,2004,9,10,254,1,1260.481201760225,0.0,1260.481201760225,0.0,1260.481201760225,0.0,2004-09-10 09:00:00,0,miami
16.2,-74.7,1205.984327108986,125,934,28.819000244140625,-0.1505756378173828,28.981069564819336,,,,,,27.53,0.221,2004,9,10,254,1,1205.984327108986,0.0,1205.984327108986,0.0,1205.984327108986,0.0,2004-09-10 12:00:00,0,miami
16.5,-75.3,1147.6885658896351, , ,28.801332473754883,-0.1784992218017578,28.981069564819336,,,,,,27.53,0.221,2004,9,10,254,1,1147.6885658896351,0.0,1147.6885658896351,0.0,1147.6885658896351,0.0,2004-09-10 15:00:00,0,miami
16.8,-75.8,1095.1907441697415,120,940,28.786333084106445,-0.2786731719970703,28.993806838989254,,,,,,27.53,0.221,2004,9,10,254,1,1095.1907441697415,0.0,1095.1907441697415,0.0,1095.1907441697415,0.0,2004-09-10 18:00:00,0,miami
17.1,-76.1,1051.9029760844933, , ,28.806333541870117,-0.3239917755126953,29.198015213012695,,,,,,27.53,0.221,2004,9,10,254,1,1051.9029760844933,0.0,1051.9029760844933,0.0,1051.9029760844933,0.0,2004-09-10 21:00:00,0,miami
17.3,-76.5,1015.2406155419158,135,926,28.894332885742188,-0.3281440734863281,29.28243064880371,,,,,,27.53,0.221,2004,9,11,255,1,1015.2406155419158,0.0,1015.2406155419158,0.0,1015.2406155419158,0.0,2004-09-11 00:00:00,0,miami
17.4,-77.1,983.0673481149583, , ,29.178665161132812,-0.0892524719238281,29.28243064880371,,,,,,27.53,0.221,2004,9,11,255,1,983.0673481149583,0.0,983.0673481149583,0.0,983.0673481149583,0.0,2004-09-11 03:00:00,0,miami
17.4,-77.2,979.7624571749386,130,924,29.178665161132812,-0.0892524719238281,29.28243064880371,,,,,,27.53,0.221,2004,9,11,255,1,979.7624571749386,0.0,979.7624571749386,0.0,979.7624571749386,0.0,2004-09-11 03:30:00,0,miami
17.4,-77.6,967.532471280212,130,923,29.173999786376953,-0.1557121276855468,29.416006088256836,,,,,,27.53,0.221,2004,9,11,255,1,967.532471280212,0.0,967.532471280212,0.0,967.532471280212,0.0,2004-09-11 06:00:00,0,miami
17.5,-78.0,946.1128233406968, , ,29.06599998474121,-0.3124027252197265,29.416006088256836,,,,,,27.53,0.221,2004,9,11,255,1,946.1128233406968,0.0,946.1128233406968,0.0,946.1128233406968,0.0,2004-09-11 09:00:00,0,miami
17.7,-78.4,915.2812208953436,125,925,29.167665481567383,-0.2993583679199219,29.416006088256836,,,,,,27.53,0.221,2004,9,11,255,1,915.2812208953436,0.0,915.2812208953436,0.0,915.2812208953436,0.0,2004-09-11 12:00:00,0,miami
17.9,-78.7,887.6083635160207, , ,29.2810001373291,-0.2761821746826172,29.435712814331055,,,,,,27.53,0.221,2004,9,11,255,1,887.6083635160207,0.0,887.6083635160207,0.0,887.6083635160207,0.0,2004-09-11 15:00:00,0,miami
18.0,-79.0,871.759111045583,145,920,29.30499839782715,-0.2472515106201172,29.435712814331055,,,,,,27.53,0.221,2004,9,11,255,1,871.759111045583,0.0,871.759111045583,0.0,871.759111045583,0.0,2004-09-11 18:00:00,0,miami
18.1,-79.3,856.8829657171796, , ,29.336332321166992,-0.2775936126708984,29.77124786376953,,,,,,27.53,0.221,2004,9,11,255,1,856.8829657171796,0.0,856.8829657171796,0.0,856.8829657171796,0.0,2004-09-11 21:00:00,0,miami
18.2,-79.6,843.0292800283552,145,910,29.332666397094727,-0.260263442993164,29.672752380371097,,,,,,27.53,0.221,2004,9,12,256,1,843.0292800283552,0.0,843.0292800283552,0.0,843.0292800283552,0.0,2004-09-12 00:00:00,0,miami
18.3,-80.0,829.9381899333291, , ,29.288999557495117,-0.3334827423095703,29.672752380371097,,,,,,27.53,0.221,2004,9,12,256,1,829.9381899333291,0.0,829.9381899333291,0.0,829.9381899333291,0.0,2004-09-12 03:00:00,0,miami
18.4,-80.4,818.8641737616039,135,915,29.220664978027344,-0.3754901885986328,29.672752380371097,,,,,,27.53,0.221,2004,9,12,256,1,818.8641737616039,0.0,818.8641737616039,0.0,818.8641737616039,0.0,2004-09-12 06:00:00,0,miami
18.6,-80.8,798.7984699576858, , ,29.06599998474121,-0.5348224639892578,29.55944061279297,,,,,,27.53,0.221,2004,9,12,256,1,798.7984699576858,0.0,798.7984699576858,0.0,798.7984699576858,0.0,2004-09-12 09:00:00,0,miami
18.8,-81.2,781.0127769546048,135,919,29.01166534423828,-0.6268901824951172,29.55944061279297,,,,,,27.53,0.221,2004,9,12,256,1,781.0127769546048,0.0,781.0127769546048,0.0,781.0127769546048,0.0,2004-09-12 12:00:00,0,miami
18.9,-81.5,774.7390517288962,130,920,29.038665771484375,-0.5819931030273438,29.543848037719727,,,,,,27.53,0.221,2004,9,12,256,1,774.7390517288962,0.0,774.7390517288962,0.0,774.7390517288962,0.0,2004-09-12 14:15:00,0,miami
18.9,-81.6,776.5881492798563, , ,29.038665771484375,-0.5819931030273438,29.543848037719727,,,,,,27.53,0.221,2004,9,12,256,1,774.7390517288962,0.0,774.7390517288962,0.0,774.7390517288962,0.0,2004-09-12 15:00:00,0,miami
19.1,-82.1,766.2289923637095,130,920,29.05900001525879,-0.5854969024658203,29.712886810302734,,,,,,27.53,0.221,2004,9,12,256,1,766.2289923637095,0.0,766.2289923637095,0.0,766.2289923637095,0.0,2004-09-12 18:00:00,0,miami
19.3,-82.5,756.5479959443137, , ,29.097332000732425,-0.5646896362304688,29.661527633666992,,,,,,27.53,0.221,2004,9,12,256,1,756.5479959443137,0.0,756.5479959443137,0.0,756.5479959443137,0.0,2004-09-12 21:00:00,0,miami
19.5,-82.8,745.8802979014694,140,916,29.19499969482422,-0.4551277160644531,29.661527633666992,,,,,,27.53,0.221,2004,9,13,257,1,745.8802979014694,0.0,745.8802979014694,0.0,745.8802979014694,0.0,2004-09-13 00:00:00,0,miami
19.7,-83.2,741.1884146368438, , ,29.296998977661133,-0.3715095520019531,29.661527633666992,,,,,,27.53,0.221,2004,9,13,257,1,741.1884146368438,0.0,741.1884146368438,0.0,741.1884146368438,0.0,2004-09-13 03:00:00,0,miami
19.9,-83.5,734.5871856522323,140,920,29.25166702270508,-0.4280433654785156,29.652299880981445,,,,,,27.53,0.221,2004,9,13,257,1,734.5871856522323,0.0,734.5871856522323,0.0,734.5871856522323,0.0,2004-09-13 06:00:00,0,miami
20.1,-83.8,729.8592671200781, , ,29.19999885559082,-0.4929885864257812,29.71525001525879,,,,,,27.53,0.221,2004,9,13,257,1,729.8592671200781,0.0,729.8592671200781,0.0,729.8592671200781,0.0,2004-09-13 09:00:00,0,miami
20.4,-84.1,717.6948278358557,140,915,29.18699836730957,-0.5166301727294922,29.71525001525879,,,,,,27.53,0.221,2004,9,13,257,1,717.6948278358557,0.0,717.6948278358557,0.0,717.6948278358557,0.0,2004-09-13 12:00:00,0,miami
20.6,-84.4,717.1114614329437, , ,29.26166534423828,-0.4459590911865234,29.71525001525879,,,,,,27.53,0.221,2004,9,13,257,1,717.1114614329437,0.0,717.1114614329437,0.0,717.1114614329437,0.0,2004-09-13 15:00:00,0,miami
20.9,-84.7,709.8629556168619,140,912,29.316999435424805,-0.3847999572753906,29.68233108520508,,,,,,27.53,0.221,2004,9,13,257,1,709.8629556168619,0.0,709.8629556168619,0.0,709.8629556168619,0.0,2004-09-13 18:00:00,0,miami
21.2,-84.8,691.351949252417,140,910,29.25433349609375,-0.4322566986083984,29.673181533813477,,,,,,27.53,0.221,2004,9,13,257,1,691.351949252417,0.0,691.351949252417,0.0,691.351949252417,0.0,2004-09-13 21:00:00,0,miami
21.6,-85.1,680.9996454808877,140,914,29.108665466308594,-0.5250129699707031,29.673181533813477,,,,,,27.53,0.221,2004,9,14,258,1,680.9996454808877,0.0,680.9996454808877,0.0,680.9996454808877,0.0,2004-09-14 00:00:00,0,miami
21.7,-85.2,680.937417531924,140,916,29.108665466308594,-0.5250129699707031,29.673181533813477,,,,,,27.53,0.221,2004,9,14,258,1,680.937417531924,0.0,680.937417531924,0.0,680.937417531924,0.0,2004-09-14 01:00:00,0,miami
22.0,-85.4,674.6756077609876, , ,28.9516658782959,-0.6078777313232422,29.673181533813477,,,,,,27.53,0.221,2004,9,14,258,1,674.6756077609876,0.0,674.6756077609876,0.0,674.6756077609876,0.0,2004-09-14 03:00:00,0,miami
22.4,-85.6,664.067441366765,140,924,28.96299934387207,-0.5211620330810547,29.40262985229492,,,,,,27.53,0.221,2004,9,14,258,1,664.067441366765,0.0,664.067441366765,0.0,664.067441366765,0.0,2004-09-14 06:00:00,0,miami
22.7,-85.8,662.6567864835317, , ,28.975000381469727,-0.4528217315673828,29.40262985229492,,,,,,27.53,0.221,2004,9,14,258,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-14 09:00:00,0,miami
23.0,-86.0,663.4594226046439,125,930,28.986331939697266,-0.3963661193847656,29.40262985229492,,,,,,27.53,0.221,2004,9,14,258,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-14 12:00:00,0,miami
23.3,-86.2,666.4621183647118, , ,29.045665740966797,-0.3519611358642578,29.415348052978516,,,,,,27.53,0.221,2004,9,14,258,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-14 15:00:00,0,miami
23.7,-86.5,676.9905846708922,120,931,29.11699867248535,-0.2305011749267578,29.303436279296875,,,,,,27.53,0.221,2004,9,14,258,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-14 18:00:00,0,miami
24.2,-86.8,688.2255604302562, , ,29.0136661529541,-0.3316020965576172,29.36187171936035,,,,,,27.53,0.221,2004,9,14,258,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-14 21:00:00,0,miami
24.7,-87.0,694.8272126353661,120,928,28.775665283203125,-0.56939697265625,29.36187171936035,,,,,,27.53,0.221,2004,9,15,259,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-15 00:00:00,0,miami
25.1,-87.2,707.5163597775122, , ,28.466333389282227,-0.8135700225830078,29.222970962524418,,,,,,27.53,0.221,2004,9,15,259,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-15 03:00:00,0,miami
25.6,-87.4,722.4769168866112,120,935,28.840999603271484,-0.3887176513671875,29.222970962524418,,,,,,27.53,0.221,2004,9,15,259,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-15 06:00:00,0,miami
26.1,-87.7,751.6578631804208, , ,28.748666763305664,-0.4236888885498047,29.133028030395508,,,,,,27.53,0.221,2004,9,15,259,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-15 09:00:00,0,miami
26.7,-87.9,775.7674745171191,115,939,28.762664794921875,-0.348581314086914,29.133028030395508,,,,,,27.53,0.221,2004,9,15,259,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-15 12:00:00,0,miami
27.3,-88.1,804.968199036694, , ,28.889331817626953,-0.132364273071289,29.00029563903809,,,,,,27.53,0.221,2004,9,15,259,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-15 15:00:00,0,miami
27.9,-88.2,829.2120174335824,115,937,28.594999313354492,-0.3373908996582031,29.00029563903809,,,,,,27.53,0.221,2004,9,15,259,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-15 18:00:00,0,miami
28.4,-88.2,845.1360585629728, , ,27.803333282470703,-1.0323143005371094,28.812898635864254,,,,,,27.53,0.221,2004,9,15,259,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-15 21:00:00,0,miami
28.9,-88.2,864.3302789351578,110,931,26.72161293029785,-2.024005889892578,28.812898635864254,,,,,,27.53,0.221,2004,9,16,260,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-16 00:00:00,0,miami
29.4,-88.0,869.1032742203848, , ,26.248064041137695,-2.4097633361816406,28.65060043334961,,,,,,27.53,0.221,2004,9,16,260,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-16 03:00:00,1,miami
30.0,-87.9,891.863408389457,105,943,25.799999237060547,-2.769739151000977,28.65060043334961,,,,,,27.53,0.221,2004,9,16,260,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-16 06:00:00,1,miami
30.2,-87.9,903.1979897059912,105,946,25.590967178344727,-2.92403793334961,28.414445877075195,,,,,,27.53,0.221,2004,9,16,260,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-16 06:50:00,1,miami
30.7,-87.8,925.345910411345, , ,,,28.414445877075195,,,,,,27.53,0.221,2004,9,16,260,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-16 09:00:00,1,miami
31.4,-87.7,964.137922494073,70,965,,,,,,,,,27.53,0.221,2004,9,16,260,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-16 12:00:00,1,miami
32.0,-87.6,1000.147848996162, , ,,,,,,,,,27.53,0.221,2004,9,16,260,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-16 15:00:00,1,miami
32.5,-87.4,1024.859215718305,50,975,,,,,,,,,27.53,0.221,2004,9,16,260,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-16 18:00:00,0,miami
33.2,-87.0,1056.919537288726, , ,,,,,,,,,27.53,0.221,2004,9,16,260,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-16 21:00:00,0,miami
33.8,-86.5,1080.8568054350876,30,986,,,,,,,,,27.53,0.221,2004,9,17,261,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-17 00:00:00,0,miami
34.3,-86.2,1111.1314943698228, , ,,,,,,,,,27.53,0.221,2004,9,17,261,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-17 03:00:00,0,miami
34.7,-85.7,1125.4608370270528,25,991,,,,,,,,,27.53,0.221,2004,9,17,261,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-17 06:00:00,0,miami
35.1,-84.9,1131.8283085529922, , ,,,,,,,,,27.53,0.221,2004,9,17,261,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-17 09:00:00,0,miami
35.4,-84.0,1131.7466994970248,20,994,,,,,,,,,27.53,0.221,2004,9,17,261,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-17 12:00:00,0,miami
35.8,-83.2,1152.416488780194, , ,,,,,,,,,27.53,0.221,2004,9,17,261,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-17 15:00:00,0,miami
36.2,-82.3,1177.858309004601,20,996,,,,,,,,,27.53,0.221,2004,9,17,261,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-17 18:00:00,0,miami
36.6,-81.4,1210.598172954465, , ,,,,,,,,,27.53,0.221,2004,9,17,261,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-17 21:00:00,0,miami
37.0,-80.5,1249.9820653312477,20,999,,,,,,,,,27.53,0.221,2004,9,18,262,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-18 00:00:00,0,miami
37.4,-79.5,1295.7658903325707, , ,,,,,,,,,27.53,0.221,2004,9,18,262,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-18 03:00:00,0,miami
37.7,-78.5,1337.011354652193,15,998,,,,,,,,,27.53,0.221,2004,9,18,262,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-18 06:00:00,0,miami
38.1,-77.5,1395.0799504680583, , ,,,,,,,,,27.53,0.221,2004,9,18,262,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-18 09:00:00,0,miami
38.4,-76.7,1442.9727878025442,15,1000,,,,,,,,,27.53,0.221,2004,9,18,262,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-18 12:00:00,0,miami
38.3,-76.1,1446.1153276078549, , ,,,23.631683349609375,,,,,,27.53,0.221,2004,9,18,262,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-18 15:00:00,0,miami
38.0,-75.5,1430.5534122495856,25,1002,,,24.09902572631836,,,,,,27.53,0.221,2004,9,18,262,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-18 18:00:00,0,miami
37.8,-74.7,1434.962403660978, , ,18.069677352905273,-5.160928726196289,23.28465461730957,,,,,,27.53,0.221,2004,9,18,262,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-18 21:00:00,0,miami
37.5,-74.0,1429.906274027055,35,1003,20.105806350708008,-4.017786026000977,24.04709243774414,,,,,,27.53,0.221,2004,9,19,263,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-19 00:00:00,0,miami
36.8,-73.9,1364.4002292221564, , ,21.07967758178711,-4.020702362060547,25.527219772338867,,,,,,27.53,0.221,2004,9,19,263,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-19 03:00:00,0,miami
36.0,-74.0,1281.872540645934,35,1005,22.15258026123047,-4.367864608764648,27.421775817871097,,,,,,27.53,0.221,2004,9,19,263,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-19 06:00:00,0,miami
35.3,-74.2,1205.2404081898494, , ,24.72774124145508,-2.5180530548095703,27.421775817871097,,,,,,27.53,0.221,2004,9,19,263,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-19 09:00:00,0,miami
34.5,-74.5,1114.6789583442433,35,1008,26.349031448364254,-1.282125473022461,27.90628433227539,,,,,,27.53,0.221,2004,9,19,263,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-19 12:00:00,0,miami
33.7,-75.1,1009.987297833072, , ,26.41806411743164,-1.3438720703125,27.675004959106445,,,,,,27.53,0.221,2004,9,19,263,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-19 15:00:00,0,miami
32.8,-75.8,890.7685768771416,35,1008,26.83386993408203,-1.262554168701172,28.091373443603516,,,,,,27.53,0.221,2004,9,19,263,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-19 18:00:00,0,miami
31.9,-76.7,762.4626037981938, , ,26.72774124145508,-1.515899658203125,28.30695152282715,,,,,,27.53,0.221,2004,9,19,263,1,662.6567864835317,0.0,662.6567864835317,0.0,662.6567864835317,0.0,2004-09-19 21:00:00,0,miami
31.0,-77.5,639.1619965559086,35,1008,27.105806350708008,-1.3002452850341797,28.387187957763672,,,,,,27.53,0.221,2004,9,20,264,1,639.1619965559086,0.0,639.1619965559086,0.0,639.1619965559086,0.0,2004-09-20 00:00:00,0,miami
30.0,-78.1,514.1366722606031, , ,27.01483917236328,-1.4658946990966797,28.4873046875,,,,,,27.53,0.221,2004,9,20,264,1,514.1366722606031,0.0,514.1366722606031,0.0,514.1366722606031,0.0,2004-09-20 03:00:00,0,miami
29.0,-78.5,396.9249519437972,35,1008,27.143224716186523,-1.5964031219482422,28.87295913696289,,,,,,27.53,0.221,2004,9,20,264,1,396.9249519437972,0.0,396.9249519437972,0.0,396.9249519437972,0.0,2004-09-20 06:00:00,0,miami
28.2,-78.6,313.660609391687, , ,27.177419662475582,-1.6894779205322266,28.87295913696289,,,,,,27.53,0.221,2004,9,20,264,1,313.660609391687,0.0,313.660609391687,0.0,313.660609391687,0.0,2004-09-20 09:00:00,0,miami
27.5,-78.7,243.6096567836715,30,1009,26.742902755737305,-2.2459678649902344,29.039875030517575,,,,,,27.53,0.221,2004,9,20,264,1,243.6096567836715,0.0,243.6096567836715,0.0,243.6096567836715,0.0,2004-09-20 12:00:00,0,miami
26.9,-78.9,180.53608924972028, , ,26.770967483520508,-2.3475799560546875,29.18570899963379,,,,,,27.53,0.221,2004,9,20,264,1,180.53608924972028,1.0,180.53608924972028,1.0,180.53608924972028,1.0,2004-09-20 15:00:00,1,miami
26.4,-79.1,130.10440633688043,25,1009,27.791934967041016,-1.4151687622070312,29.18570899963379,,,,,,27.53,0.221,2004,9,20,264,1,130.10440633688043,2.0,130.10440633688043,2.0,130.10440633688043,2.0,2004-09-20 18:00:00,1,miami
26.2,-79.4,92.9481473772582, , ,27.953548431396484,-1.2869148254394531,29.18570899963379,,,,,,27.53,0.221,2004,9,20,264,1,92.9481473772582,3.0,92.9481473772582,3.0,92.9481473772582,3.0,2004-09-20 21:00:00,1,miami
26.1,-79.7,61.91703452059365,25,1009,28.11387062072754,-1.1280021667480469,29.229082107543945,,,,,,27.53,0.221,2004,9,21,265,1,61.91703452059365,4.0,61.91703452059365,4.0,61.91703452059365,4.0,2004-09-21 00:00:00,1,miami
